id_s!,family_s*,family_short_s,gradeband_s*,category_s,desc_t
11-12.WHST.9,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Draw evidence from informational texts to support analysis, reflection, and research."
6-8.WHST.1,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,Write arguments focused on discipline-specific content.
6-8.WHST.1.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Introduce claim(s) about a topic or issue, acknowledge and distinguish the claim(s) from alternate or opposing claims, and organize the reasons and evidence logically."
6-8.WHST.1.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Support claim(s) with logical reasoning and relevant, accurate data and evidence that demonstrate an understanding of the topic or text, using credible sources."
6-8.WHST.1.c,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Use words, phrases, and clauses to create cohesion and clarify the relationships among claim(s), counterclaims, reasons, and evidence."
6-8.WHST.1.d,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,Establish and maintain a formal style.
6-8.WHST.1.e,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,Provide a concluding statement or section that follows from and supports the argument presented.
6-8.WHST.10,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
6-8.WHST.2,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes."
6-8.WHST.2.a,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Introduce a topic clearly, previewing what is to follow; organize ideas, concepts, and information into broader categories as appropriate to achieving purpose; include formatting (e.g., headings), graphics (e.g., charts, tables), and multimedia when useful to aiding comprehension."
6-8.WHST.2.b,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Develop the topic with relevant, well-chosen facts, definitions, concrete details, quotations, or other information and examples."
6-8.WHST.2.c,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,Use appropriate and varied transitions to create cohesion and clarify the relationships among ideas and concepts.
6-8.WHST.2.d,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,Use precise language and domain-specific vocabulary to inform about or explain the topic.
6-8.WHST.2.e,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,Establish and maintain a formal style and objective tone.
6-8.WHST.2.f,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,Provide a concluding statement or section that follows from and supports the information or explanation presented.
6-8.WHST.3,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,(See note; not applicable as a separate requirement)
6-8.WHST.4,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Produce clear and coherent writing in which the development, organization, and style are appropriate to task, purpose, and audience."
6-8.WHST.5,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"With some guidance and support from peers and adults, develop and strengthen writing as needed by planning, revising, editing, rewriting, or trying a new approach, focusing on how well purpose and audience have been addressed."
6-8.WHST.6,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Use technology, including the Internet, to produce and publish writing and present the relationships between information and ideas clearly and efficiently."
6-8.WHST.7,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Conduct short research projects to answer a question (including a self-generated question), drawing on several sources and generating additional related, focused questions that allow for multiple avenues of exploration."
6-8.WHST.8,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Gather relevant information from multiple print and digital sources, using search terms effectively; assess the credibility and accuracy of each source; and quote or paraphrase the data and conclusions of others while avoiding plagiarism and following a standard format for citation."
6-8.WHST.9,Common Core English Language Arts Standards,CC ELA,6-8,Writing HS/S/T,"Draw evidence from informational texts to support analysis reflection, and research."
9-10.WHST.1,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,Write arguments focused on discipline-specific content.
9-10.WHST.1.a,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Introduce precise claim(s), distinguish the claim(s) from alternate or opposing claims, and create an organization that establishes clear relationships among the claim(s), counterclaims, reasons, and evidence."
9-10.WHST.1.b,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Develop claim(s) and counterclaims fairly, supplying data and evidence for each while pointing out the strengths and limitations of both claim(s) and counterclaims in a discipline-appropriate form and in a manner that anticipates the audience’s knowledge level and concerns."
9-10.WHST.1.c,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Use words, phrases, and clauses to link the major sections of the text, create cohesion, and clarify the relationships between claim(s) and reasons, between reasons and evidence, and between claim(s) and counterclaims."
9-10.WHST.1.d,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,Establish and maintain a formal style and objective tone while attending to the norms and conventions of the discipline in which they are writing.
9-10.WHST.1.e,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,Provide a concluding statement or section that follows from or supports the argument presented.
9-10.WHST.10,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Write routinely over extended time frames (time for reflection and revision) and shorter time frames (a single sitting or a day or two) for a range of discipline-specific tasks, purposes, and audiences."
9-10.WHST.2,Common Core English Language Arts Standards,CC ELA,9-12,Writing HS/S/T,"Write informative/explanatory texts, including the narration of historical events, scientific procedures/ experiments, or technical processes."
