displayweight_i,displayweight_pre_i,displayweight_25_i,displayweight_middle_i,displayweight_high_i,code_s,name_s,orgname_s,url_s,longdescription_t,image_s,tags_s,teachers_notes_s,languages_supported_s,short_code_s,tags_grade_s,string_detail_grades_s,tags_teacher_experience_s,tags_student_experience_s,tags_activity_type_s,tags_subject_s,tags_platform_s,string_platforms_s,string_detail_platforms_s,tags_length_s,tags_programming_language_s,string_detail_programming_languages_s,tags_accessibility_s,string_standards_t,popularityrank_i,popularityrank_pre_i,popularityrank_25_i,popularityrank_middle_i,popularityrank_high_i
1239,1,1239,1239,1239,codemonkey,CodeMonkey,CodeMonkey,http://playcodemonkey.com/referrers/launch?referrer=corg,"Learn and teach coding in CoffeeScript, a real-world programming language. CodeMonkey is a fun, award-winning game, suitable for everybody, with or without any coding experience. CodeMonkey's adaptive platform will give you all the instructions and hints you need, and will reward you star scores. Write code. Catch Bananas. Save the world.",/images/codemonkey.png,"Beginner,International,do-not-show",https://drive.google.com/a/code.org/file/d/0ByMrCnfKaxBcRDVmT1AwYmVXTVE/view?pli=1,"en,fr,es,ru,tr,he,pt,pt-br,cz,de,zh-cn,zh-tw",mky,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour,typing,CoffeeScript,none,,999,999,999,999,999
1238,1,1,1238,1238,tynker_homophones,Homophones STEM Kit,Tynker,https://www.tynker.com/hour-of-code/homophones,"You'll follow step-by-step instructions to animate an interactive story with a lot of homophones in it! Each time a character says a word that is a homophone, ask the player which homophone is the correct word for that context. The player better know their homophones, or else the dialog won't make any sense!",/images/tutorials/new/tynker_homophones.jpg,2016-tutorial,https://www.tynker.com/hour-of-code/tynker-stem-teacher-guide.pdf,en,tynkerhomo,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,la,"computers,android,ios,no-internet","All modern browsers, Android tablets, iPads, Android phones, iPhones",,1hour,blocks,"Blocks, Tynker, JavaScript, Python",none,"CCSS ELA: L.4.1.G, RI.3.3, W.3.6, RI.4.5, RI.4.3, RI.5.10, RST.6-8.4, RST.6-8.7, RST.9-10.5, RST.11-12.3 
CCSS Math: C.3.OA.C.7, MP.3.2, MP.3.8, MD.4.5, NF.4.7 
CSTA: L1:6.CT.1, L1:6.CPP.5, L1:6.CPP.6, L2:9.CT.1, L2:9.CT.3, L2:9.CT.5, L2:9.CT.12, L2:9.CPP.3, L2:9.CPP.5",999,999,999,999,999
1237,1,1237,1237,1237,artist,Artist,Code.org,https://studio.code.org/s/artist/reset,Draw cool pictures and designs with the Artist!,/images/tutorials/resubmission/artist.png,"artist,2015-tutorial",,"ar,bg,ca,cs,da,de,en,es,el,fa,fi,fr,hr,hu,is,id,it,ja,ka,ko,lt,nl,nn,no,pl,pt,pt-br,pt-pt,ro,ru,sk,sl,sv,tr,uk,zh,zh-tw,zh-cn",art,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,"art,math","computers,android,ios","All modern browsers, Android tablet, iPad, Android phone, iPhone",,"1hour,1hour-follow",blocks,Blocks,"tts,highcontrast",,66,999,73,999,999
1237,1,1,1237,1237,cuttle,Computational Thinking and Programming Challenge,Eljakim IT B.V.,http://challenge.bebraschallenge.org/index.php?action=anon_join&grp_id=818,Challenge yourself with these fun and interactive tasks and learn all about computational thinking.,/images/tutorials/hoc2020/cuttle.jpg,2020-tutorial,,en,cuttle,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,"blocks,other","Blocks, Language independent (can be taught in multiple languages)","tts,highcontrast",,999,999,999,999,999
1237,1,1,1237,1,codemoji_java,Learn Basic Java,Codemoji,https://www.codemoji.com/lessons/java/expert/1.php,This activity introduces students to the basics of Java programming using the Codemoji Terminal. Students learn everything from basic types and variables to functions. Each lesson features an in depth explanation of what each line of code does in order to ensure the students understand what is happening. Each line of code in the lesson is guided for student success.,/images/tutorials/hoc2019/codemoji_java.png,2019-tutorial,,"en,en-GB",codemojijava,"all,6-8",Grades 6-8,beginner,beginner,online-tutorial,art,computers,All modern browsers,,1hour-follow,typing,Java,none,,999,999,999,999,999
1236,1,1236,1236,1236,sports,Code your own sports game,Code.org,https://studio.code.org/s/sports/reset,Mix and match across sports,/images/tutorials/new/sports.png,"2016-tutorial,do-not-show",,"en,fr,es,it,pt,pt-br,pt-pt",sports,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,"computers,android,ios",All modern browsers,,1hour,blocks,Blocks,tts,,999,999,999,999,999
1236,1,1236,1236,1236,tynker_brick,Brick Breaker Game Kit,Tynker,https://www.tynker.com/hour-of-code/brick-breaker,"Use Tynker's physics engine to make your own personalized version of this classic arcade game. Start by programming the paddle to move when the arrow keys are pressed, then add a ball and some bricks. You'll personalize the game by adding custom assets for the ball, bricks, and paddle.",/images/tutorials/new/tynker_brick.jpg,2016-tutorial,https://www.tynker.com/hour-of-code/tynker-build-an-app-teacher-guide.pdf,en,tynkerbrick,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,"computers,android,ios,no-internet","All modern browsers, Android tablets, iPads, Android phones, iPhones",,1hour,blocks,"Blocks, Tynker, JavaScript, Python",none,"CCSS ELA: RI.2.3, RI.3.3, W.3.6, RI.4.3, RI.4.5, RI.5.10, RST.6-8.3, RST.6-8.4, RST.6-8.7, RST.9-10.5, RST.11-12.3 
CCSS Math: MP.3.8 
CSTA: L1:6.CT.1, L1:6.CPP.5, L1:6.CPP.6, L2:9.CT.1, L2:9.CT.3, L2:9.CT.4, L2:9.CT.12, L2:9.CPP.3, L2:9.CPP.5",178,999,110,999,999
1236,1,1236,1236,1236,sports,Code your own sports game,Code.org,https://studio.code.org/s/sports/reset,Mix and match across sports,/images/tutorials/new/sports.png,"2016-tutorial,do-not-show",,"en,fr,es,it,pt,pt-br,pt-pt",sports,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,"computers,android,ios",All modern browsers,,1hour,blocks,Blocks,tts,,999,999,999,999,999
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1236,1,1,1236,1236,alice_sims,Storyboarding and Programming with Alice and The Sims,Alice,http://www.alice.org/hourofcode/alice3.html,"Follow the animation production process from storyboarding to programming with Alice and The Sims.  Let creativity and storytelling drive your learning in a drag and drop coding environment.  The project will guide you through what is a storyboard, translating a storyboard into a programmable script, and how to program a short 3D animation. ",/images/tutorials/new/alice_sims.jpg,2016-tutorial,,en,alicesims,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,art,computers,All modern browsers,,"1hour,1hour-follow",blocks,Blocks,none,,219,999,999,999,999
1236,1,1,1236,1236,alice_garfield,Animating with Alice and Garfield,Alice,http://www.alice.org/hourofcode/alice2.html,"Follow the animation production process from storyboarding to programming with Alice and Garfield.  Let creativity and storytelling drive your learning in a drag and drop coding environment.  The project will guide you through what is a storyboard, translating a storyboard into a programmable script, and how to program a short 3D animation. ",/images/tutorials/new/alice_garfield.jpg,2015-tutorial,,en,alicegar,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,art,computers,All modern browsers,,"1hour,1hour-follow",blocks,Blocks,none,,225,999,999,999,999
1231,1231,1231,1231,1,monstercoding,Mystery Island Coding Quest,Monster Coding,http://monstercoding.com/#hour_of_code ,"The Mystery Island Coding Quest by Monster Coding offers a fun filled self guided adventure that teaches several key programming concepts to children. Each block based activity builds on the previous, introducing kids to Functions, Boolean Values, Loops, If/Else Statements, and Arrays, using colorful animated graphics, audio instructions.",/images/monstercoding.png,"Beginner,International",,"en,es,pt,it,fr,de,pl,tr",monster,"all,pre,2-5,6-8",Pre-reader - Grade 8,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour,blocks,Blocks,none,,259,19,999,999,999
1231,1,1231,1231,1,tynker_multiplication,Multiplication Escape STEM Kit,Tynker,https://www.tynker.com/hour-of-code/multiplication-escape,Code your own math game! Your character needs to escape the cave without getting hit by falling boulders. But the only way the character can run forward is by correctly answering math questions! You'll follow step-by-step instructions to program this fun multiplication quiz game.,/images/tutorials/new/tynker_multiplication.jpg,2016-tutorial,https://www.tynker.com/hour-of-code/tynker-stem-teacher-guide.pdf,en,tynkermult,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,math,"computers,android,ios,no-internet","All modern browsers, Android tablets, iPads, Android phones, iPhones",,1hour,blocks,"Blocks, Tynker, JavaScript, Python",none,"CCSS ELA: L.4.1.G, RI.3.3, W.3.6, RI.4.5, RI.4.3, RI.5.10, RST.6-8.4, RST.6-8.7, RST.9-10.5, RST.11-12.3 
CCSS Math: C.3.OA.C.7, MP.3.2, MP.3.8, MD.4.5, NF.4.7 
CSTA: L1:6.CT.1, L1:6.CPP.5, L1:6.CPP.6, L2:9.CT.1, L2:9.CT.3, L2:9.CT.5, L2:9.CT.12, L2:9.CPP.3, L2:9.CPP.5",999,999,999,999,999
1231,1,1231,1231,1,hopscotch_geometry,Geometry Jumper,Hopscotch,http://gethopscotch.com/hour-of-code/2016/geometry-jumper,"Create your own version of the highly-engaging Geometry Jumper game in Hopscotch's open-ended programming environment! Along the way, you'll gain hands-on experience with concepts like sequence, loops, variables, and debugging. No prior experience is needed to complete or facilitate this activity; it includes a fun in-app video tutorial and a step-by-step facilitation guide.",/images/tutorials/new/hopscotch_geometry.jpg,2016-tutorial,http://hopscotch-hour-of-code.s3.amazonaws.com/Hopscotch-Hour-of-Code-Speed-Jumper-Notes.pdf,en,hopgeo,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,"art,math",ios,iPad and iPhone,iOS app,1hour,blocks,Hopscotch,none,"This scratch course takes students through an introduction to scratch and several programming principles.

These standards are from the Computer Science Teacher Association matrix.

CT.L2-01 Use the basic steps in algorithmic problem-solving to design solutions (e.g., problem statement and exploration, examination of sample instances, design, implementing a solution, testing, evaluation).

CT.L2-03 Define an algorithm as a sequence of instructions that can be processed by a computer.

CT.L3A-01 Use predefined functions and parameters, classes and methods to divide a complex problem into simpler parts.

CD.L2-01 Recognize that computers are devices that execute programs.
",999,999,999,999,999
1230,1,1,1230,1230,blockly_games,Blockly Games,Google,https://blockly-games.appspot.com/,"Blockly Games is a series of educational games that teach programming. It is designed for children who have not had prior experience with computer programming but who wish to learn at a more challenging pace. By the end of these games, players are ready to use conventional text-based languages.",/images/tutorials/hoc2017/blockly_games.png,2017-tutorial,,"ar,br,ca,cs,da,de,el,en,es,eu,fa,fr,gl,hu,ia,is,it,ko,lv,mk,ms,nl,pl,pms,pt,pt-br,ro,ru,sk,sr,sv,sw,th,tr,uk,vi,zh-hans,zh-hant,zh-tw,zh-cn",blocklygames,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,few-hours,blocks,Blocks,none,,101,999,999,999,59
1230,1,1,1230,1,hopscotch_quiz,Quiz Creator,Hopscotch,https://www.gethopscotch.com/hour-of-code/quiz-creator,"This lesson plan is a template that you can adapt and use in any subject—Science, Language Arts, World Languages, or History. It includes step-by-step instructions and explanations that you can use to help your students code multiple choice quizzes. During the process, they will practice and explore core coding concepts like sequence, loops, variables, and conditionals. ",/images/tutorials/new/hopscotch_quiz.jpg,2016-tutorial,,en,hopquiz,"all,6-8",Grades 6-8,comfortable,comfortable,online-tutorial,"history,la,math,science",ios,iPad and iPhone,iOS app,1hour,blocks,Hopscotch,none,"CCSS.MATH.CONTENT.6.NS.C.6
Understand a rational number as a point on the number line. Extend number line diagrams and coordinate axes familiar from previous grades to represent points on the line and in the plane with negative number coordinates.

CCSS.MATH.CONTENT.6.NS.C.6.B
Understand signs of numbers in ordered pairs as indicating locations in quadrants of the coordinate plane; recognize that when two ordered pairs differ only by signs, the locations of the points are related by reflections across one or both axes.
",999,999,999,999,999
1229,1,1229,1229,1229,tynker_cannon,Physics Cannon 2-Player Game Kit,Tynker,https://www.tynker.com/hour-of-code/physics-cannon-2-player,"Make an awesome 2-player cannon game and challenge your friends to play with you! You'll start with a partially programmed version of the game, so you need to program the left cannon. Once you've got both cannons firing, you'll set up platforms and other items to knock over. Make it your own by adding extra features and customizing the theme!",/images/tutorials/new/tynker_cannon.jpg,2016-tutorial,https://www.tynker.com/hour-of-code/tynker-build-an-app-teacher-guide.pdf,en,tynkercan,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,cs-only,Got computers with slow (or non-existent) Internet access? Download the offline version of Blockly Games - a single 3MB ZIP file can be loaded onto any computer or used off a memory stick.,"All modern browsers, Android tablets, iPads, Android phones, iPhones",,1hour,blocks,"Blocks, Tynker, JavaScript, Python",none,"CCSS ELA: RI.2.3, RI.3.3, W.3.6, RI.4.3, RI.4.5, RI.5.10, RST.6-8.3, RST.6-8.4, RST.6-8.7, RST.9-10.5, RST.11-12.3 
CCSS Math: MP.3.8 
CSTA: L1:6.CT.1, L1:6.CPP.5, L1:6.CPP.6, L2:9.CT.1, L2:9.CT.3, L2:9.CT.4, L2:9.CT.12, L2:9.CPP.3, L2:9.CPP.5",999,999,999,999,999
1228,1,1,1228,1228,gpblocks_circle,Make an Interactive Color Circle,GP Blocks,http://gpblocks.org/hourOfCode2017c,"Participants will make a circle that changes color and brightness as you move the mouse. In the process, they will explore the hue, saturation, and brightness color model.",/images/tutorials/hoc2017/gpblocks_circle.png,2017-tutorial,http://gpblocks.org/pdf/hourOfCode2017/GP_Lesson_ColorCircle.pdf,en,gpbcircle,"all,6-8,9+",Grades 6+,comfortable,beginner,online-tutorial,art,computers,All modern browsers,,1hour,blocks,Blocks,none,,310,999,999,999,999
1227,1,1227,1227,1227,toxicode_words,N-Gram Explorers: Quest for Words,Toxicode,https://ngrams.toxicode.fr/?from=hourofcode,"Unlock some of the secrets behind computer-assisted words and sentences crafting, with our dynamic exploration.",/images/tutorials/hoc2023/toxicode_words.png,2023-tutorial,https://ngrams.toxicode.fr/?render=teachers,"en,en-GB",toxicodewords,"all,2-5,6-8,9+",Grades 2+,beginner,beginner,online-tutorial,"cs-only,ai","android,computers,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",do-not-show,1hour,other,Language independent,none,do-not-show,999,999,999,999,999
1226,1,1,1226,1226,codecamp_firewall,Firewall,Code Camp World,https://www.codecampworld.com/hourofcode2019,Learn how to program your own shareable game! Use code to teach a Hero magic spells to defeat waves and waves of baddies.,/images/tutorials/hoc2019/codecamp_firewall.png,2019-tutorial,,"en,en-GB",ccfirewall,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,cs-only,"computers,ios","All modern browsers, iPad",,"1hour,1hour-follow",blocks,Blocks,none,,999,999,999,999,999
