displayweight,displayweight_pre,displayweight_k5,displayweight_25,displayweight_middle,displayweight_high,popularityrank,code,name,orgname,url,shortdescription,longdescription,platformtext,gradelevel,image,tags,teachers_notes,language,languages_supported,short_code,tags_grade,string_detail_grades,tags_teacher_experience,tags_student_experience,tags_activity_type,tags_subject,tags_platform,string_platforms,string_detail_platforms,tags_length,tags_programming_language,string_detail_programming_languages,string_standards,
1527,1,1,1,1,1527,1,groklearning_disease,Disease Epidemic,Grok Learning,https://groklearning.com/hoc/activity/disease-epidemic/,"This activity is designed to give you your first experience programming, and has been specially designed for the Hour of Code. Use the programming language Python to model a disease outbreak. Can you solve the curious case of the glowing nose?","This activity is designed to give you your first experience programming, and has been specially designed for the Hour of Code. Use the programming language Python to model a disease outbreak. Can you solve the curious case of the glowing nose?",All modern browsers,Grades 9+,/images/tutorials/hoc2017/groklearning_disease.jpg,2017-tutorial,https://groklearning.com/hoc/activity/disease-epidemic/lesson-plan/,English only,en,grokdisease,"all,9+",Grades 9+,beginner,beginner,online-tutorial,science,computers,All modern browsers,,1hour,typing,Python,"CSTA: 2-AP-11, 2-AP-12, 2-AP-13, 2-AP-17",
1524,1,1,1,1,1524,1,techio_js_closures,Explaining Closures in JS,Tech.io,https://tech.io/playgrounds/5339/explaining-closures?utm_source=code-org&utm_campaign=HOC2017&utm_term=closures,Confused about Closures in JS? Don’t worry you’re not alone!,"Closures are a crucial aspect of Javascript, yet they remain mysterious and developers do not understand them easily. This interactive tutorial will teach you how powerful and useful Closures are to boost your Javascript practice!","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",University,/images/tutorials/hoc2017/techio_js_closures.png,2017-tutorial,,English only,en,techec,"all,9+",University,comfortable,comfortable,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,typing,JavaScript,,
1521,1,1521,1521,1,1,1,robogarden_beginner,RoboGarden - Beginner,RoboGarden,https://robogarden.ca/hourofcode/beginner,"At RoboGarden, we believe in giving learners the opportunity to take an active role in their education","RoboGarden is an easy to understand, hands-on educational app where students take part in active learning. Fully equipped to teach coding literacy from scratch, RoboGarden reduces the need for a tech-savvy teacher.","Chrome, Firefox",Grades 2-5,/images/tutorials/hoc2017/robogarden_beginner.png,2017-tutorial,,English only,en,rgbegin,"all,2-5",Grades 2-5,beginner,beginner,online-tutorial,cs-only,computers,"Chrome, Firefox",,1hour,blocks,Blocks,NGSS,
1935,1,1980,1980,1521,1,1,actimator_myra_dream,Actimator: Myra's Dream,Actimator,https://www.actimator.com/hoc,Use code blocks to help Myra on a journey to get her dream back.,"Monsters have taken Myra's dream. Learn coding skills to help her cross bridges, fly through the air, and swim underwater to get back her dream.
Actimator is a Web-based visual environment for creating games and science simulations collaboratively, as well as publishing them for the Web and as mobile apps. ",All modern browsers,Grades 2-8,/images/tutorials/hoc2017/actimator_myra_dream.jpg,2017-tutorial,https://www.actimator.com/hoc/teacher-notes,English only,en,myradream,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour,blocks,Blocks,CSTA,
1521,1,1521,1521,1521,1,1,thinkfun_robot_repair,Robot Repair: Can You Fix the Robot Brain?,ThinkFun,http://www.thinkfun.com/hourofcode/,Enjoy this fun CS activity that teaches Boolean logic concepts.,"We’ll take you through the process of fixing a Robot’s brain, step by step! Along the way you’ll solve puzzles based on the famous ‘Boolean Satisfiability Problem,’ and within an hour you’ll be a Boolean Master and have an understanding of advanced programming concepts! All instruction is contained on one screen, and volume is optional.","Chrome, Firefox, Safari",Grades 2-8,/images/tutorials/hoc2017/thinkfun_robot_repair.jpg,2017-tutorial,,English only,en,thinkfun,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,cs-only,computers,"Chrome, Firefox, Safari",,1hour,other,Language independent,,
1512,1,1512,1512,1512,1,1,hopscotch_fireworks,Make a Fireworks App on iPad/iPhone,Hopscotch,http://gethopscotch.com/hour-of-code/fireworks,Make a Fireworks App on iPad/iPhone,"Your students will be so excited when they code their own (explosion free!) fireworks app! Hopscotch is a simple programming tool on the iPad/iPhone, beloved by millions of students for its freedom of creative expression. This self-guided video tutorial teaches kids age 8+ programming basics while they code custom versions of interactive fireworks.","iPad, iPhone",Grades 2-8,/images/tutorials/hoc2017/hopscotch_fireworks.png,2017-tutorial,https://drive.google.com/open?id=1uJX4pWW5anqSlHm6Q6OpWQG-Ol0hv4SaApbz4AKE1ak,English only,en,hopfireworks,"all,2-5,6-8",Grades 2-8,beginner,beginner,online-tutorial,art,ios,"iPad, iPhone",,1hour,blocks,Hopscotch,"– Make sense of problems and persevere in solving (CCSS.MATH.PRACTICE.MP1)
– Look for and make use of structure (CCSS.MATH.PRACTICE.MP7)
– Designing solutions (NGSS Practice 6)
",
1511,1,1,1,1511,1511,1,groklearning_space,Space (Blockly),Grok Learning,https://groklearning.com/hoc/activity/space/,"This activity is designed to give you your first experience programming, and has been specially designed for the Hour of Code. Use the visual programming language Blockly to investigate space and reach for the stars.","This activity is designed to give you your first experience programming, and has been specially designed for the Hour of Code. Use the visual programming language Blockly to investigate space and reach for the stars.",All modern browsers,Grades 6+,/images/tutorials/hoc2017/groklearning_space.jpg,2017-tutorial,https://groklearning.com/hoc/activity/space/lesson-plan/,English only,en,grokspace,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour,blocks,Blocks,"CSTA: 2-AP-11, 2-AP-12, 2-AP-13, 2-AP-17",
1500,1,1,1,1,1500,1,techio_dijkstra,Shortest Paths with Dijkstra's Algorithm,Tech.io,https://tech.io/playgrounds/1608/shortest-paths-with-dijkstras-algorithm/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=dijkstras-algorithm,Use Dijkstra's Algorithm to calculate the shortest path in a graph,"This useful tutorial will interactively teach you how to be able to calculate the shortest path between two nodes in a graph in advance, thanks to the Dijkstra’s algorithm.","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",University,/images/tutorials/hoc2017/techio_dijkstra.png,2017-tutorial,,English only,en,techioda,"all,9+",University,comfortable,comfortable,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,other,Language independent,,
1500,1,1500,1500,1,1,1,groklearning_monster,Monster Maker!,Grok Learning,https://groklearning.com/hoc/activity/monster-maker/,"Get kids into coding with this friendly course specially designed for the Hour of Code! Use drag-and-drop blocks to write your own programs, learn about sequence and ordering, and create fun monster characters!","Get kids into coding with this friendly course specially designed for the Hour of Code! Use drag-and-drop blocks to write your own programs, learn about sequence and ordering, and create fun monster characters!",All modern browsers,Grades 2-5,/images/tutorials/hoc2017/groklearning_monster.jpg,2017-tutorial,https://groklearning.com/hoc/activity/monster-maker/lesson-plan/,English only,en,grokmonster,"all,2-5",Grades 2-5,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour,blocks,Blocks,"CSTA: 1B-AP-10, 1B-AP-11, 1B-AP-15",
1498,1,1,1,1,1498,1,techio_modern_js,Embrace Modern JavaScript - ES6 and Beyond,Tech.io,https://tech.io/playgrounds/4272/embrace-modern-javascript---es6-and-beyond-part-1?utm_source=code-org&utm_campaign=HOC2017&utm_term=embrace-javascript,Modern Javascript features that will improve your JS code,"JavaScript has been an international standard since 1997. In this interactive tutorial, we will explore the modern features of the language that will make your code more robust, concise, and easier to read.","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",University,/images/tutorials/hoc2017/techio_modern_js.png,2017-tutorial,,English only,en,techmjs,"all,9+",University,comfortable,comfortable,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,typing,JavaScript,,
1496,1,1,1,1,1496,1,techio_genetic,Genetic Algorithms,Tech.io,https://tech.io/playgrounds/334/genetic-algorithms/history?utm_source=code-org&utm_campaign=HOC2017&utm_term=genetic-algorithms,Introduction to Genetic Algorithms,"Genetic Algorithms make use of the evolution theory to powerfully solve problems where deterministic algorithms are too costly, such as the Travelling salesman problem. This interactive tutorial is a clear and simple introduction to help you understand how Genetic Algorithms work.","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",University,/images/tutorials/hoc2017/techio_genetic.png,2017-tutorial,,English only,en,techga,"all,9+",University,comfortable,comfortable,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,other,Language independent,,
1492,1,1,1,1,1492,1,techio_null,Avoiding Null Anti Patterns,Tech.io,https://tech.io/playgrounds/491/avoiding-null-anti-patterns/intro?utm_source=code-org&utm_campaign=HOC2017&utm_term=null-anti-patterns,Stop being stuck in Java because of Null patterns!,"In this interactive tutorial, we will learn why Java's ""null"" value should always be avoided and what solutions exist to bypass it.","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",University,/images/tutorials/hoc2017/techio_null.png,2017-tutorial,,English only,en,techioan,"all,9+",University,comfortable,comfortable,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,typing,Java,,
1490,1,1,1,1,1490,1,techio_rust,Getting Started With Rust,Tech.io,https://tech.io/playgrounds/365/getting-started-with-rust/introduction?utm_source=code-org&utm_campaign=HOC2017&utm_term=getting-started-rust,New to Rust? Everything you need to get started is here!,"Rust is a recent System Programming Language designed with memory safety and performance in mind. It was originally released in 2010. In this interactive tutorial, discover the basics of this fun to use language, with performances comparable to C and C++!","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",University,/images/tutorials/hoc2017/techio_rust.png,2017-tutorial,,English only,en,techiogsr,"all,9+",University,comfortable,comfortable,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,typing,Rust,,
1490,1,1,1,1490,1490,1,groklearning_tunnel,The Dark Tunnel,Grok Learning,https://groklearning.com/hoc/activity/dark-tunnel/,"This activity is designed to give you your first experience programming, and has been specially designed for the Hour of Code. Use the programming language Python to create a simple game (or MUD). Can you find your way through the dark tunnel?","This activity is designed to give you your first experience programming, and has been specially designed for the Hour of Code. Use the programming language Python to create a simple game (or MUD). Can you find your way through the dark tunnel?",All modern browsers,Grades 6+,/images/tutorials/hoc2017/groklearning_tunnel.jpg,2017-tutorial,https://groklearning.com/hoc/activity/dark-tunnel/lesson-plan/,English only,en,groktunnel,"all,6-8,9+",Grades 6+,beginner,beginner,online-tutorial,cs-only,computers,All modern browsers,,1hour,typing,Python,"CSTA: 2-AP-11, 2-AP-12, 2-AP-13, 2-AP-17",
1484,1,1,1,1484,1484,1,stemcoding_video_games,The Physics of Video Games!,STEMcoding project,http://go.osu.edu/hourofcode,Explore the Physics of Video Games! Learn to code classic games!,Do you play video games? Have you ever thought about how some games are super-realistic and other games are cartoon-ish? In this activity we will talk about the physics of video games and you will learn to modify a computer code to simulate the motion of an object. Our activities are all based on classic video games. No install required. 100% Chromebook compatible.,All modern browsers,Grades 6+,/images/tutorials/hoc2017/stemcoding_video_games.png,2017-tutorial,,English only,en,stemcod,"all,6-8,9+",Grades 6+,beginner,comfortable,online-tutorial,"math,science",computers,All modern browsers,,1hour,typing,JavaScript,NGSS – Physics and Physical Science; Possibly relevant to other standards,
1479,1,1,1,1,1479,1,techio_kotlin,Interactive Kotlin Basics,Tech.io,https://tech.io/playgrounds/5529/interactive-kotlin-basics/welcome?utm_source=code-org&utm_campaign=HOC2017&utm_term=kotlin-basics,Basics Kotlin features in a nutshell,"Kotlin is a new open-source programming language from JetBrains. It can be of greatest interest to people who work with Java today, although it could also appeal to all programmers who use a garbage collected runtime (Scala, Go, Python, Ruby and JavaScript). Discover Kotlin’s basics in this interactive tutorial!","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",University,/images/tutorials/hoc2017/techio_kotlin.png,2017-tutorial,,English only,en,techikb,"all,9+",University,comfortable,comfortable,online-tutorial,cs-only,"computers,android,ios","All modern browsers, Android tablet, iPad, Windows phone, Android phone, iPhone",,1hour,typing,Kotlin,,
