Sex,Length,Diameter,Height,Whole weight,Shucked weight,Viscera weight,Shell weight,Rings
M,0.65,0.49,0.16,1.25,0.54,0.33,0.32,9
M,0.65,0.50,0.18,1.51,0.67,0.38,0.38,12
F,0.65,0.50,0.19,1.44,0.74,0.30,0.34,9
M,0.67,0.52,0.19,1.64,0.81,0.37,0.39,9
F,0.69,0.55,0.21,1.93,0.79,0.43,0.50,13
M,0.69,0.54,0.19,1.71,0.77,0.39,0.43,8
F,0.70,0.55,0.16,1.85,0.77,0.44,0.42,10
M,0.70,0.53,0.18,1.74,0.70,0.39,0.51,12
F,0.70,0.58,0.21,1.80,0.73,0.39,0.52,13
F,0.71,0.56,0.21,2.38,0.99,0.50,0.62,10
M,0.77,0.59,0.18,2.40,1.13,0.51,0.53,12
M,0.77,0.60,0.22,2.19,1.05,0.48,0.58,10
I,0.22,0.16,0.05,0.05,0.02,0.01,0.02,4
I,0.28,0.21,0.07,0.11,0.50,0.02,0.03,5
I,0.29,0.21,0.06,0.10,0.04,0.02,0.04,5
I,0.33,0.24,0.08,0.16,0.07,0.03,0.05,6
I,0.36,0.29,0.10,0.23,0.10,0.05,0.07,6
I,0.38,0.29,0.10,0.22,0.09,0.04,0.08,6
I,0.42,0.32,0.10,0.36,0.18,0.08,0.10,8
I,0.43,0.33,0.12,0.33,0.13,0.08,0.10,6
I,0.43,0.34,0.10,0.35,0.16,0.08,0.09,7
I,0.43,0.32,0.10,0.35,0.16,0.08,0.09,7
I,0.44,0.34,0.10,0.41,0.21,0.07,0.10,7
I,0.44,0.34,0.12,0.42,0.17,0.08,0.11,7
I,0.46,0.35,0.11,0.38,0.15,0.06,0.13,7
I,0.46,0.37,0.12,0.53,0.26,0.11,0.13,6
I,0.47,0.36,0.11,0.44,0.21,0.10,0.12,7
I,0.48,0.37,0.10,0.13,0.20,0.09,0.12,7
I,0.48,0.38,0.12,0.52,0.23,0.12,0.15,7
I,0.49,0.38,0.13,0.55,0.27,0.11,0.16,8
I,0.49,0.38,0.13,0.54,0.28,0.12,0.13,8
M,0.49,0.38,0.11,0.55,0.29,0.10,0.15,8
I,0.50,0.38,0.12,0.51,0.23,0.12,0.14,7
I,0.50,0.39,0.13,0.58,0.29,0.13,0.16,8
M,0.50,0.38,0.12,0.58,0.27,0.14,0.15,9
M,0.51,0.40,0.14,0.72,0.38,0.15,0.18,7
I,0.51,0.40,0.16,0.54,0.25,0.11,0.17,8
I,0.51,0.39,0.15,0.63,0.31,0.12,0.17,8
I,0.52,0.40,0.13,0.59,0.27,0.12,0.17,9
I,0.52,0.40,0.14,0.63,0.30,0.13,0.18,9
F,0.55,0.43,0.14,0.83,0.44,0.17,0.20,9
M,0.55,0.42,0.15,0.78,0.37,0.15,0.21,7
M,0.55,0.42,0.12,0.79,0.40,0.19,0.17,7
F,0.55,0.40,0.14,0.78,0.37,0.22,0.18,9
I,0.55,0.42,0.13,0.64,0.29,0.14,0.18,8
F,0.55,0.44,0.14,0.84,0.43,0.20,0.19,8
I,0.56,0.43,0.13,0.65,0.28,0.13,0.21,8
M,0.57,0.43,0.13,0.78,0.35,0.19,0.21,9
F,0.57,0.45,0.18,0.91,0.40,0.22,0.26,9
M,0.57,0.45,0.14,1.02,0.55,0.20,0.25,9
F,0.57,0.43,0.16,0.81,0.39,0.16,0.23,9
F,0.58,0.48,0.15,0.90,0.42,0.19,0.25,8
M,0.58,0.46,0.13,0.85,0.41,0.17,0.23,8
F,0.59,0.45,0.15,0.94,0.47,0.20,0.23,7
F,0.59,0.44,0.14,0.70,0.31,0.13,0.22,8
M,0.59,0.47,0.15,0.86,0.41,0.16,0.25,8
M,0.59,0.46,0.14,1.00,0.50,0.22,0.26,9
F,0.59,0.46,0.16,1.01,0.45,0.26,0.26,8
F,0.60,0.47,0.15,1.10,0.54,0.17,0.27,8
M,0.60,0.47,0.17,1.11,0.49,0.23,0.33,9
M,0.60,0.46,0.14,0.85,0.42,0.23,0.23,9
M,0.60,0.49,0.21,1.99,1.01,0.42,0.49,10
F,0.61,0.48,0.15,1.08,0.45,0.28,0.29,10
F,0.62,0.48,0.17,1.06,0.54,0.25,0.23,9
M,0.62,0.45,0.15,1.20,0.71,0.21,0.25,7
F,0.62,0.47,0.16,1.08,0.59,0.21,0.25,9
M,0.62,0.48,0.18,1.10,0.46,0.31,0.27,10
M,0.62,0.49,0.16,1.10,0.51,0.25,0.31,9
M,0.62,0.48,0.15,1.10,0.50,0.24,0.31,10
M,0.63,0.50,0.19,1.38,0.71,0.30,0.35,11
F,0.63,0.49,0.16,1.12,0.48,0.28,0.31,9
M,0.63,0.48,0.15,1.09,0.46,0.24,0.33,10
M,0.63,0.51,0.15,1.32,0.63,0.25,0.37,11
M,0.63,0.51,0.18,1.34,0.66,0.26,0.38,10
M,0.63,0.47,0.15,1.03,0.54,0.19,0.18,8
M,0.65,0.52,0.16,1.18,0.51,0.31,0.34,9
M,0.65,0.48,0.15,1.19,0.61,0.26,0.29,9
F,0.65,0.52,0.18,1.29,0.58,0.35,0.32,9
M,0.65,0.52,0.13,1.18,0.52,0.28,0.33,9
M,0.65,0.52,0.18,1.27,0.62,0.28,0.34,9
F,0.65,0.54,0.18,1.29,0.61,0.28,0.34,10
M,0.65,0.51,0.16,1.41,0.72,0.30,0.34,9
F,0.65,0.49,0.16,1.12,0.55,0.23,0.31,9
M,0.66,0.52,0.17,1.45,0.69,0.30,0.38,10
F,0.67,0.51,0.17,1.35,0.60,0.32,0.36,9
M,0.67,0.50,0.20,1.27,0.58,0.30,0.35,11
M,0.67,0.51,0.18,1.68,0.93,0.30,0.39,13
F,0.68,0.55,0.19,1.55,0.71,0.37,0.41,13
M,0.68,0.52,0.17,1.48,0.72,0.28,0.41,11
M,0.68,0.53,0.18,1.53,0.76,0.31,0.40,11
M,0.70,0.53,0.18,1.76,0.87,0.36,0.47,10
M,0.70,0.55,0.20,1.52,0.69,0.31,0.44,13
F,0.73,0.53,0.19,1.73,0.83,0.40,0.41,11
M,0.73,0.55,0.20,1.51,0.87,0.43,0.51,9
M,0.74,0.57,0.18,1.88,0.91,0.39,0.49,11
F,0.74,0.58,0.22,2.01,0.89,0.53,0.47,12
M,0.75,0.56,0.22,2.20,1.06,0.52,0.53,11
I,0.19,0.14,0.03,0.03,0.01,0.01,0.01,3
I,0.21,0.15,0.05,0.04,0.01,0.01,0.01,4
I,0.25,0.18,0.06,0.06,0.03,0.01,0.02,4
I,0.29,0.22,0.07,0.10,0.04,0.02,0.03,5
I,0.34,0.25,0.08,0.17,0.07,0.03,0.06,6
I,0.34,0.25,0.09,0.20,0.10,0.04,0.05,6
I,0.35,0.26,0.10,0.18,0.08,0.04,0.06,6
I,0.36,0.26,0.08,0.19,0.08,0.05,0.06,7
I,0.36,0.26,0.08,0.18,0.07,0.03,0.06,5
I,0.37,0.28,0.09,0.21,0.10,0.04,0.06,7
I,0.38,0.29,0.14,0.30,0.14,0.06,0.08,8
I,0.38,0.28,0.10,0.23,0.10,0.05,0.07,7
I,0.39,0.30,0.13,0.34,0.17,0.07,0.08,7
I,0.39,0.29,0.09,0.24,0.12,0.04,0.07,8
I,0.40,0.32,0.10,0.31,0.15,0.05,0.09,8
I,0.40,0.31,0.10,0.34,0.18,0.06,0.09,7
I,0.41,0.31,0.10,0.27,0.10,0.06,0.09,7
I,0.41,0.31,0.11,0.91,0.42,0.21,0.10,8
I,0.41,0.31,0.10,0.27,0.11,0.05,0.09,7
I,0.41,0.30,0.09,0.29,0.14,0.06,0.08,6
I,0.41,0.32,0.10,0.30,0.12,0.06,0.10,8
I,0.41,0.33,0.11,0.33,0.13,0.08,0.10,8
I,0.42,0.34,0.10,0.36,0.17,0.07,0.11,7
I,0.42,0.33,0.12,0.31,0.13,0.06,0.10,8
I,0.42,0.32,0.11,0.40,0.19,0.08,0.10,8
I,0.43,0.34,0.11,0.36,0.16,0.09,0.11,7
I,0.45,0.36,0.11,0.42,0.18,0.08,0.14,9
M,0.45,0.33,0.12,0.43,0.22,0.08,0.12,8
I,0.45,0.34,0.10,0.35,0.16,0.06,0.12,7
I,0.46,0.34,0.12,0.49,0.26,0.07,0.13,8
I,0.46,0.35,0.10,0.47,0.25,0.08,0.12,8
I,0.46,0.35,0.11,0.42,0.19,0.09,0.11,8
I,0.48,0.36,0.12,0.52,0.28,0.09,0.13,7
M,0.48,0.38,0.12,0.59,0.25,0.13,0.17,11
I,0.49,0.38,0.13,0.52,0.22,0.12,0.16,8
I,0.49,0.37,0.14,0.45,0.19,0.09,0.23,8
I,0.49,0.37,0.13,0.56,0.25,0.13,0.16,10
I,0.51,0.39,0.13,0.60,0.25,0.10,0.21,9
I,0.51,0.38,0.14,0.54,0.26,0.10,0.17,9
I,0.51,0.39,0.15,0.77,0.40,0.14,0.18,8
F,0.52,0.40,0.14,0.52,0.20,0.13,0.16,9
M,0.52,0.41,0.14,0.74,0.31,0.14,0.20,7
I,0.52,0.39,0.11,0.53,0.24,0.10,0.16,8
I,0.53,0.39,0.13,0.61,0.24,0.13,0.20,8
F,0.53,0.42,0.15,0.71,0.33,0.15,0.20,10
I,0.53,0.40,0.13,0.64,0.35,0.13,0.20,8
I,0.53,0.38,0.12,0.63,0.30,0.11,0.19,9
M,0.54,0.43,0.16,0.78,0.33,0.17,0.25,10
F,0.55,0.44,0.15,0.95,0.37,0.24,0.28,8
I,0.55,0.43,0.15,0.71,0.30,0.15,0.23,10
I,0.55,0.43,0.15,0.89,0.43,0.17,0.24,10
I,0.55,0.42,0.16,0.91,0.50,0.18,0.21,9
I,0.55,0.43,0.14,0.66,0.26,0.17,0.20,10
I,0.55,0.47,0.15,0.94,0.48,0.17,0.24,9
I,0.56,0.44,0.15,0.70,0.26,0.16,0.24,11
F,0.56,0.45,0.18,1.15,0.55,0.24,0.28,8
I,0.56,0.44,0.14,0.83,0.40,0.14,0.25,10
I,0.56,0.44,0.14,0.72,0.33,0.10,0.25,11
I,0.57,0.43,0.15,0.82,0.33,0.17,0.29,11
F,0.57,0.45,0.16,1.02,0.53,0.20,0.27,10
F,0.58,0.44,0.16,0.90,0.41,0.23,0.23,9
M,0.58,0.44,0.18,1.23,0.54,0.27,0.33,10
F,0.58,0.47,0.15,0.99,0.47,0.22,0.25,11
F,0.58,0.43,0.15,0.84,0.36,0.19,0.27,9
I,0.59,0.46,0.15,0.85,0.34,0.17,0.30,10
M,0.59,0.47,0.17,0.89,0.40,0.16,0.27,10
I,0.59,0.42,0.15,0.67,0.29,0.13,0.22,9
F,0.59,0.46,0.13,0.88,0.41,0.21,0.23,8
M,0.59,0.47,0.15,0.92,0.45,0.17,0.25,9
M,0.59,0.48,0.14,0.98,0.46,0.20,0.28,10
M,0.60,0.48,0.14,1.03,0.49,0.22,0.28,10
M,0.60,0.48,0.09,1.05,0.46,0.27,0.28,8
M,0.60,0.50,0.19,1.11,0.51,0.26,0.37,11
M,0.60,0.45,0.15,0.88,0.43,0.16,0.24,9
M,0.60,0.51,0.19,1.29,0.61,0.27,0.32,9
M,0.61,0.48,0.19,1.31,0.69,0.29,0.29,10
F,0.61,0.45,0.13,0.87,0.39,0.17,0.27,11
F,0.62,0.46,0.15,1.03,0.49,0.20,0.27,10
F,0.62,0.47,0.14,1.16,0.60,0.22,0.31,9
F,0.62,0.48,0.17,1.01,0.53,0.44,0.32,10
M,0.63,0.50,0.14,1.10,0.54,0.22,0.30,10
M,0.63,0.49,0.17,1.21,0.52,0.31,0.35,10
M,0.63,0.51,0.18,1.22,0.56,0.25,0.34,12
F,0.63,0.48,0.16,1.00,0.45,0.25,0.27,10
M,0.63,0.47,0.15,1.14,0.54,0.23,0.31,12
M,0.63,0.53,0.20,1.31,0.49,0.26,0.47,10
M,0.64,0.51,0.16,1.20,0.56,0.21,0.35,11
M,0.64,0.49,0.15,1.10,0.52,0.22,0.32,10
M,0.64,0.50,0.17,1.14,0.54,0.28,0.29,10
F,0.64,0.50,0.17,1.23,0.49,0.38,0.29,11
M,0.64,0.52,0.08,1.04,0.52,0.18,0.18,10
M,0.65,0.52,0.16,1.37,0.62,0.29,0.37,9
M,0.65,0.51,0.18,1.45,0.65,0.27,0.45,12
F,0.66,0.51,0.19,1.40,0.63,0.34,0.37,9
F,0.66,0.53,0.20,1.46,0.65,0.30,0.42,11
F,0.68,0.53,0.17,1.71,0.84,0.35,0.48,9
M,0.70,0.54,0.21,1.74,0.79,0.37,0.49,13
F,0.71,0.54,0.21,1.76,0.83,0.42,0.46,9
M,0.71,0.57,0.20,1.60,0.71,0.32,0.45,11
M,0.72,0.55,0.21,2.17,1.11,0.53,0.40,10
M,0.73,0.57,0.19,2.33,1.25,0.54,0.52,9
I,0.24,0.17,0.05,0.05,0.02,0.02,0.02,5
I,0.26,0.20,0.06,0.07,0.03,0.02,0.02,4
I,0.28,0.20,0.06,0.09,0.04,0.02,0.03,4
I,0.32,0.24,0.09,0.18,0.10,0.03,0.04,7
I,0.33,0.24,0.08,0.15,0.07,0.06,0.04,6
I,0.33,0.23,0.08,0.19,0.09,0.04,0.04,7
I,0.36,0.27,0.09,0.23,0.12,0.04,0.06,8
I,0.38,0.27,0.10,0.20,0.09,0.04,0.06,5
I,0.38,0.29,0.09,0.25,0.12,0.06,0.07,6
I,0.39,0.29,0.09,0.26,0.12,0.05,0.08,7
I,0.45,0.34,0.11,0.36,0.16,0.08,0.11,7
I,0.46,0.35,0.11,0.44,0.21,0.11,0.11,7
I,0.46,0.37,0.12,0.51,0.24,0.12,0.12,7
I,0.50,0.38,0.12,0.59,0.31,0.12,0.14,8
M,0.50,0.37,0.13,0.59,0.31,0.11,0.15,9
I,0.50,0.38,0.12,0.53,0.22,0.12,0.16,8
M,0.52,0.40,0.11,0.87,0.45,0.16,0.20,9
I,0.52,0.40,0.15,0.77,0.42,0.14,0.19,7
F,0.53,0.43,0.14,0.84,0.43,0.18,0.18,9
M,0.54,0.41,0.14,0.82,0.40,0.17,0.19,7
F,0.54,0.42,0.14,0.80,0.38,0.18,0.21,9
F,0.54,0.42,0.15,0.81,0.39,0.19,0.20,9
F,0.57,0.43,0.13,0.78,0.37,0.17,0.20,8
M,0.57,0.42,0.14,0.87,0.42,0.17,0.25,8
M,0.58,0.45,0.16,0.98,0.49,0.20,0.27,9
F,0.58,0.45,0.14,0.95,0.48,0.18,0.23,8
M,0.59,0.47,0.16,1.17,0.62,0.23,0.26,9
F,0.59,0.46,0.15,0.98,0.47,0.21,0.28,10
M,0.59,0.49,0.16,1.08,0.45,0.24,0.31,9
M,0.60,0.44,0.16,1.06,0.43,0.22,0.31,9
M,0.60,0.48,0.18,1.11,0.51,0.26,0.29,9
M,0.60,0.45,0.16,1.14,0.54,0.23,0.31,10
M,0.61,0.48,0.19,1.13,0.59,0.25,0.26,10
F,0.62,0.48,0.17,1.10,0.54,0.25,0.29,10
M,0.63,0.48,0.18,1.34,0.66,0.28,0.34,10
M,0.63,0.50,0.13,1.08,0.58,0.20,0.25,8
F,0.63,0.49,0.16,1.25,0.59,0.26,0.35,9
M,0.63,0.49,0.17,1.20,0.58,0.27,0.29,10
M,0.63,0.49,0.16,1.24,0.62,0.28,0.30,10
F,0.64,0.51,0.19,1.29,0.53,0.30,0.41,12
F,0.65,0.49,0.16,1.17,0.49,0.32,0.30,9
F,0.65,0.49,0.16,1.14,0.50,0.29,0.32,8
F,0.65,0.53,0.19,1.39,0.89,0.31,0.41,11
F,0.66,0.52,0.16,1.31,0.52,0.35,0.39,11
F,0.66,0.52,0.17,1.53,0.85,0.26,0.33,11
M,0.67,0.52,0.19,1.64,0.83,0.36,0.37,11
M,0.70,0.54,0.20,1.69,0.77,0.36,0.48,11
F,0.72,0.57,0.18,1.72,0.85,0.41,0.39,11
F,0.72,0.55,0.18,1.52,0.64,0.33,0.44,10
F,0.72,0.57,0.17,1.61,0.72,0.33,0.49,12
M,0.74,0.57,0.21,2.24,1.17,0.46,0.53,10
M,0.74,0.60,0.19,2.32,1.15,0.51,0.51,11
I,0.31,0.23,0.07,0.12,0.05,0.03,0.04,6
I,0.32,0.24,0.08,0.13,0.05,0.03,0.04,4
I,0.32,0.21,0.08,0.18,0.09,0.03,0.05,5
I,0.33,0.25,0.08,0.16,0.08,0.03,0.05,6
I,0.34,0.26,0.09,0.20,0.09,0.04,0.06,7
I,0.37,0.28,0.09,0.20,0.08,0.05,0.06,5
I,0.37,0.27,0.09,0.19,0.07,0.04,0.07,7
I,0.38,0.28,0.09,0.21,0.09,0.05,0.07,7
I,0.40,0.32,0.09,0.32,0.15,0.07,0.09,8
I,0.41,0.31,0.10,0.26,0.10,0.05,0.09,6
I,0.43,0.34,0.10,0.37,0.15,0.09,0.12,8
I,0.44,0.34,0.10,0.30,0.11,0.06,0.12,7
I,0.45,0.31,0.09,0.34,0.16,0.09,0.09,7
I,0.46,0.36,0.14,0.45,0.16,0.09,0.16,9
F,0.47,0.35,0.11,0.41,0.17,0.10,0.13,8
I,0.47,0.39,0.13,0.59,0.26,0.12,0.17,8
I,0.48,0.38,0.11,0.49,0.21,0.11,0.15,8
I,0.50,0.38,0.12,0.61,0.29,0.14,0.16,8
I,0.50,0.39,0.13,0.51,0.21,0.10,0.18,9
I,0.50,0.37,0.12,0.54,0.25,0.11,0.15,8
I,0.51,0.43,0.13,0.61,0.25,0.14,0.20,9
I,0.51,0.40,0.13,0.56,0.23,0.14,0.17,8
M,0.51,0.37,0.12,0.52,0.25,0.10,0.15,8
I,0.51,0.40,0.15,0.58,0.23,0.14,0.18,9
I,0.51,0.40,0.13,0.59,0.24,0.13,0.20,8
I,0.52,0.40,0.11,0.60,0.29,0.12,0.16,8
M,0.52,0.47,0.15,0.95,0.46,0.20,0.26,8
I,0.53,0.38,0.13,0.62,0.29,0.11,0.19,8
M,0.53,0.41,0.15,0.83,0.35,0.19,0.25,10
F,0.54,0.45,0.13,0.87,0.42,0.20,0.24,8
I,0.54,0.43,0.13,0.82,0.37,0.14,0.25,11
I,0.54,0.42,0.11,0.62,0.28,0.15,0.18,10
I,0.55,0.43,0.13,0.76,0.36,0.15,0.21,8
I,0.55,0.43,0.15,0.74,0.35,0.16,0.21,10
I,0.55,0.44,0.17,0.80,0.34,0.19,0.24,8
I,0.55,0.43,0.13,0.66,0.27,0.16,0.21,8
F,0.55,0.44,0.14,0.75,0.35,0.17,0.23,9
I,0.56,0.43,0.13,0.73,0.34,0.14,0.22,8
I,0.56,0.44,0.13,0.78,0.35,0.17,0.22,9
F,0.58,0.43,0.15,0.88,0.46,0.18,0.23,8
I,0.58,0.46,0.16,0.99,0.50,0.20,0.25,9
M,0.58,0.45,0.17,0.97,0.50,0.19,0.23,8
M,0.58,0.47,0.15,0.91,0.37,0.20,0.29,8
M,0.58,0.46,0.15,1.05,0.52,0.19,0.31,10
F,0.58,0.45,0.17,0.97,0.46,0.23,0.25,9
F,0.58,0.45,0.15,0.92,0.39,0.21,0.29,9
M,0.58,0.45,0.15,0.95,0.43,0.19,0.29,11
F,0.58,0.44,0.13,0.79,0.36,0.20,0.20,11
I,0.59,0.45,0.14,0.86,0.38,0.19,0.26,9
M,0.59,0.50,0.15,1.14,0.49,0.27,0.35,9
I,0.59,0.46,0.13,0.76,0.33,0.15,0.24,9
I,0.59,0.48,0.15,0.97,0.47,0.21,0.26,10
M,0.60,0.47,0.16,1.20,0.49,0.39,0.27,10
M,0.60,0.46,0.17,1.13,0.57,0.26,0.27,10
I,0.60,0.45,0.14,0.92,0.45,0.20,0.25,9
F,0.60,0.48,0.17,1.06,0.46,0.24,0.31,10
M,0.60,0.45,0.20,1.34,0.62,0.33,0.36,10
F,0.60,0.45,0.15,0.96,0.44,0.22,0.28,9
M,0.60,0.47,0.17,1.05,0.47,0.23,0.32,11
F,0.61,0.50,0.17,1.09,0.44,0.27,0.34,13
M,0.61,0.49,0.18,1.17,0.46,0.29,0.37,9
I,0.61,0.48,0.16,1.00,0.43,0.20,0.30,10
I,0.61,0.43,0.16,1.05,0.51,0.20,0.27,11
F,0.61,0.47,0.20,1.27,0.47,0.33,0.40,12
M,0.61,0.48,0.14,1.06,0.52,0.23,0.29,11
I,0.61,0.49,0.16,1.15,0.59,0.24,0.29,11
F,0.62,0.48,0.18,1.19,0.56,0.26,0.32,11
F,0.62,0.52,0.14,1.12,0.55,0.23,0.29,9
M,0.62,0.46,0.15,0.93,0.38,0.25,0.26,10
F,0.62,0.50,0.17,1.20,0.54,0.29,0.32,10
F,0.62,0.48,0.15,0.95,0.46,0.19,0.28,9
M,0.62,0.48,0.20,1.36,0.59,0.34,0.37,10
M,0.63,0.50,0.18,1.21,0.53,0.28,0.35,11
M,0.63,0.52,0.17,1.22,0.67,0.21,0.31,10
F,0.63,0.50,0.16,1.22,0.57,0.21,0.36,11
F,0.63,0.49,0.15,0.92,0.44,0.17,0.28,10
M,0.63,0.49,0.12,0.88,0.46,0.18,0.23,10
F,0.63,0.48,0.17,1.26,0.55,0.28,0.39,10
M,0.63,0.53,0.18,1.28,0.62,0.26,0.32,9
F,0.63,0.49,0.19,1.17,0.55,0.25,0.34,10
M,0.63,0.51,0.17,1.19,0.49,0.31,0.35,7
F,0.64,0.49,0.19,1.38,0.63,0.29,0.41,11
M,0.64,0.52,0.18,1.29,0.60,0.27,0.37,11
M,0.64,0.49,0.18,1.18,0.48,0.28,0.36,10
F,0.64,0.50,0.19,1.29,0.59,0.30,0.35,8
M,0.64,0.52,0.16,1.21,0.54,0.28,0.35,11
M,0.64,0.51,0.18,1.30,0.59,0.31,0.36,11
M,0.64,0.58,0.18,1.46,0.63,0.27,0.44,11
F,0.65,0.49,0.15,1.15,0.59,0.23,0.29,12
F,0.65,0.52,0.17,1.20,0.53,0.29,0.32,11
M,0.65,0.50,0.19,1.54,0.61,0.41,0.45,12
M,0.65,0.52,0.20,1.68,0.69,0.44,0.47,15
F,0.65,0.57,0.20,1.66,0.75,0.37,0.43,12
F,0.66,0.50,0.21,1.53,0.62,0.37,0.45,11
F,0.66,0.52,0.20,1.49,0.73,0.31,0.41,12
F,0.66,0.53,0.16,1.28,0.50,0.32,0.39,13
F,0.66,0.53,0.18,1.60,0.78,0.40,0.36,10
F,0.67,0.51,0.18,1.38,0.68,0.30,0.33,10
I,0.67,0.49,0.18,1.26,0.54,0.32,0.39,9
F,0.67,0.53,0.19,1.53,0.58,0.35,0.44,12
M,0.67,0.53,0.17,1.40,0.72,0.30,0.39,9
M,0.67,0.53,0.20,1.44,0.66,0.27,0.43,9
M,0.67,0.54,0.18,1.48,0.74,0.29,0.37,10
M,0.68,0.52,0.16,1.23,0.62,0.26,0.33,11
F,0.68,0.51,0.17,1.34,0.66,0.30,0.36,12
M,0.69,0.51,0.19,1.53,0.67,0.41,0.41,10
M,0.69,0.52,0.18,1.84,0.98,0.47,0.34,13
M,0.72,0.55,0.18,1.83,0.94,0.38,0.44,11
M,0.72,0.58,0.19,2.09,1.00,0.48,0.53,13
M,0.74,0.59,0.21,2.09,0.91,0.47,0.63,12
M,0.75,0.58,0.20,1.88,0.95,0.34,0.50,12
I,0.32,0.22,0.10,0.31,0.14,0.07,0.09,6
I,0.43,0.35,0.12,0.43,0.21,0.11,0.11,8
I,0.43,0.33,0.10,0.45,0.25,0.08,0.10,6
M,0.49,0.37,0.16,1.03,0.42,0.23,0.31,8
M,0.49,0.36,0.16,0.98,0.47,0.20,0.25,8
I,0.50,0.37,0.12,0.57,0.31,0.11,0.14,7
F,0.51,0.38,0.13,0.69,0.39,0.12,0.15,8
F,0.51,0.37,0.21,1.18,0.51,0.29,0.34,9
F,0.53,0.41,0.14,0.79,0.41,0.20,0.18,8
F,0.54,0.40,0.15,1.22,0.62,0.28,0.29,10
I,0.54,0.40,0.14,0.78,0.37,0.21,0.21,8
M,0.54,0.41,0.18,1.27,0.55,0.33,0.34,13
M,0.56,0.41,0.19,1.41,0.61,0.34,0.39,10
M,0.56,0.43,0.15,0.87,0.46,0.18,0.20,9
M,0.56,0.43,0.14,0.94,0.51,0.20,0.20,9
F,0.59,0.44,0.14,1.01,0.48,0.21,0.29,9
M,0.60,0.49,0.15,1.08,0.53,0.23,0.28,8
I,0.60,0.43,0.17,0.98,0.45,0.21,0.27,8
F,0.60,0.43,0.21,1.52,0.65,0.40,0.41,11
M,0.61,0.48,0.18,1.02,0.41,0.26,0.32,9
M,0.61,0.49,0.17,1.28,0.60,0.30,0.33,9
F,0.62,0.50,0.17,1.15,0.55,0.22,0.33,10
F,0.63,0.49,0.11,1.14,0.53,0.19,0.29,9
F,0.64,0.51,0.17,1.22,0.53,0.27,0.35,9
F,0.64,0.53,0.18,1.37,0.63,0.32,0.36,11
M,0.64,0.49,0.16,1.01,0.46,0.22,0.28,9
M,0.64,0.50,0.17,1.31,0.68,0.29,0.27,11
M,0.65,0.51,0.19,1.46,0.59,0.39,0.42,10
F,0.66,0.51,0.18,1.29,0.62,0.30,0.33,10
F,0.67,0.52,0.17,1.43,0.66,0.34,0.37,11
M,0.68,0.54,0.21,1.79,0.83,0.41,0.44,13
M,0.70,0.55,0.19,1.61,0.75,0.40,0.37,11
M,0.73,0.59,0.23,2.23,1.24,0.42,0.56,14
F,0.75,0.62,0.21,2.26,0.82,0.42,0.73,12
I,0.26,0.19,0.07,0.07,0.03,0.02,0.02,4
I,0.38,0.26,0.08,0.21,0.09,0.04,0.07,6
I,0.38,0.29,0.09,0.24,0.11,0.04,0.08,8
I,0.39,0.30,0.10,0.27,0.11,0.06,0.08,7
I,0.39,0.28,0.09,0.22,0.08,0.03,0.08,8
I,0.40,0.30,0.09,0.25,0.12,0.05,0.08,6
I,0.42,0.32,0.11,0.31,0.12,0.06,0.09,6
I,0.44,0.34,0.11,0.35,0.16,0.05,0.11,7
I,0.44,0.33,0.11,0.34,0.14,0.07,0.12,8
I,0.44,0.32,0.11,0.39,0.18,0.07,0.12,9
I,0.45,0.33,0.12,0.37,0.14,0.08,0.12,8
I,0.45,0.34,0.13,0.40,0.17,0.07,0.13,8
I,0.46,0.36,0.11,0.37,0.14,0.08,0.14,9
I,0.46,0.37,0.11,0.40,0.15,0.09,0.15,8
I,0.47,0.38,0.13,0.52,0.23,0.10,0.16,8
I,0.48,0.38,0.11,0.46,0.18,0.10,0.16,9
I,0.50,0.33,0.10,0.44,0.18,0.10,0.15,7
I,0.50,0.38,0.12,0.51,0.24,0.10,0.15,8
I,0.50,0.38,0.14,0.53,0.23,0.12,0.21,8
I,0.52,0.39,0.13,0.57,0.24,0.14,0.17,7
I,0.52,0.41,0.14,0.66,0.28,0.16,0.20,11
I,0.52,0.40,0.12,0.64,0.32,0.12,0.19,11
I,0.53,0.40,0.11,0.63,0.30,0.13,0.18,8
I,0.54,0.42,0.15,0.69,0.27,0.15,0.24,9
M,0.54,0.41,0.12,0.68,0.31,0.17,0.16,8
M,0.54,0.42,0.19,0.69,0.29,0.16,0.38,10
I,0.55,0.41,0.15,0.68,0.30,0.15,0.21,10
I,0.55,0.45,0.15,0.78,0.30,0.16,0.27,11
M,0.56,0.45,0.15,0.89,0.39,0.21,0.26,9
I,0.57,0.44,0.14,0.77,0.33,0.14,0.25,9
M,0.57,0.45,0.15,0.95,0.40,0.22,0.28,10
F,0.57,0.47,0.14,0.87,0.39,0.21,0.23,10
M,0.58,0.47,0.15,0.98,0.45,0.20,0.28,9
I,0.58,0.43,0.13,0.74,0.29,0.20,0.22,8
M,0.58,0.45,0.14,0.74,0.33,0.14,0.24,10
I,0.58,0.45,0.16,0.92,0.45,0.19,0.24,9
F,0.58,0.44,0.16,0.88,0.43,0.17,0.24,10
M,0.59,0.45,0.18,1.13,0.49,0.26,0.34,11
M,0.59,0.44,0.17,0.98,0.45,0.24,0.24,9
I,0.59,0.47,0.15,0.97,0.45,0.24,0.29,8
M,0.59,0.41,0.15,0.85,0.33,0.26,0.25,9
