Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,Movies,Horror,Thriller,Comedy,Romantic,Sci-fi,War,Fantasy/Fairy tales,Animated,Documentary,Western,Action,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Smoking,Alcohol,Healthy eating,Daily events,Prioritising workload,Writing notes,Workaholism,Thinking ahead,Final judgement,Reliability,Keeping promises,Loss of interest,Friends versus money,Funniness,Fake,Criminal damage,Decision making,Elections,Self-criticism,Judgment calls,Hypochondria,Empathy,Eating to survive,Giving,Compassion to animals,Borrowed stuff,Loneliness,Cheating in school,Health,Changing the past,God,Dreams,Charity,Number of friends,Punctuality,Lying,Waiting,New environment,Mood swings,Appearence and gestures,Socializing,Achievements,Responding to a serious letter,Children,Assertiveness,Getting angry,Knowing the right people,Public speaking,Unpopularity,Life struggles,Happiness in life,Energy levels,Small - big dogs,Personality,Finding lost valuables,Getting up,Interests or hobbies,Parents' advice,Questionnaires or polls,Internet usage,Finances,Shopping centres,Branded clothing,Entertainment spending,Spending on looks,Spending on gadgets,Spending on healthy eating,Age,Height,Weight,Number of siblings,Gender,Left - right handed,Education,Only child,Village - town,House - block of flats
Strongly Agree,Strongly Agree,Neutral,Disagree,Disagree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Agree,Neutral,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Disagree,Strongly Disagree,Agree,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Disagree,Neutral,Disagree,current smoker,social drinker,Neutral,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Neutral,i am often early,everytime it suits me,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,Strongly Agree,few hours a day,Neutral,Strongly Agree,Neutral,Disagree,Agree,Agree,Agree,21,195,82,1,male,right handed,secondary school,no,village,block of flats
Strongly Agree,Neutral,Neutral,Disagree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Agree,Agree,Disagree,Neutral,Strongly Disagree,Agree,Agree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Agree,Neutral,Neutral,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Agree,Neutral,Neutral,Neutral,Agree,former smoker,drink a lot,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Agree,Neutral,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,i am often running late,sometimes,Disagree,Disagree,Neutral,Agree,Neutral,Disagree,Disagree,Neutral,Strongly Agree,Disagree,Agree,Neutral,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Neutral,Disagree,Strongly Agree,Agree,Neutral,Agree,few hours a day,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Disagree,Neutral,20,185,85,1,male,right handed,secondary school,no,village,house/bungalow
Agree,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Agree,Strongly Agree,Disagree,Neutral,Disagree,Agree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Neutral,Neutral,Disagree,Neutral,Neutral,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,former smoker,social drinker,Neutral,Disagree,Neutral,Disagree,Neutral,Agree,Neutral,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Disagree,Neutral,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,Agree,Disagree,Neutral,i am often early,sometimes,Disagree,Neutral,Neutral,Neutral,Agree,Disagree,Neutral,Disagree,Disagree,Disagree,Neutral,Agree,Neutral,Neutral,Agree,Agree,Agree,Neutral,Agree,Agree,Neutral,Disagree,Disagree,less than an hour a day,Agree,Neutral,Disagree,Agree,Neutral,Disagree,Neutral,17,182,79,2,female,right handed,secondary school,no,city,block of flats
Agree,Neutral,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Strongly Agree,Agree,Agree,Neutral,Agree,Disagree,Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Neutral,Agree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Disagree,Neutral,Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Agree,Neutral,Disagree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,tried smoking,drink a lot,Agree,Agree,Disagree,Neutral,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Agree,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Disagree,Disagree,i am often early,sometimes,Strongly Disagree,Neutral,Agree,Neutral,Disagree,Agree,Agree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Neutral,Neutral,Agree,Neutral,Disagree,Strongly Disagree,most of the day,Strongly Disagree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Agree,23,185,90,1,male,right handed,college/bachelor degree,no,city,block of flats
Strongly Agree,Neutral,Agree,Disagree,Agree,Disagree,Neutral,Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Agree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Neutral,Disagree,Disagree,Neutral,Agree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Neutral,Agree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Strongly Disagree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Neutral,Strongly Disagree,Strongly Agree,never smoked,social drinker,Agree,Neutral,Disagree,Neutral,Neutral,Strongly Agree,Neutral,Strongly Agree,Agree,Disagree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Disagree,Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,i am always on time,never,Agree,Agree,Neutral,Neutral,Strongly Disagree,Neutral,Disagree,Disagree,Strongly Agree,Disagree,Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Strongly Disagree,Agree,Neutral,Neutral,Strongly Agree,Agree,Agree,few hours a day,Agree,Neutral,Neutral,Neutral,Neutral,Agree,Agree,25,172,56,1,female,right handed,masters degree,no,city,block of flats
Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Agree,Agree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Disagree,Disagree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Disagree,Disagree,Agree,Strongly Disagree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,tried smoking,drink a lot,Neutral,Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Strongly Agree,Neutral,Neutral,Neutral,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Neutral,Strongly Agree,Neutral,Neutral,Strongly Disagree,Agree,i am always on time,everytime it suits me,Agree,Strongly Disagree,Neutral,Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Disagree,Neutral,Agree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Strongly Disagree,Disagree,Agree,few hours a day,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Agree,18,170,54,1,female,right handed,secondary school,no,city,block of flats
Strongly Agree,Agree,Agree,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Agree,Agree,Disagree,Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Disagree,Strongly Agree,Disagree,Neutral,Neutral,Agree,Agree,Neutral,Neutral,Disagree,Disagree,tried smoking,never,Agree,Agree,Disagree,Disagree,Agree,Neutral,Neutral,Agree,Agree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Agree,Agree,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Neutral,Agree,i am often early,sometimes,Disagree,Agree,Neutral,Agree,Disagree,Neutral,Disagree,Strongly Agree,Disagree,Neutral,Disagree,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Neutral,Agree,Disagree,Agree,Neutral,Neutral,few hours a day,Agree,Agree,Agree,Neutral,Neutral,Disagree,Agree,25,168,63,1,female,right handed,masters degree,no,city,house/bungalow
Strongly Agree,Neutral,Disagree,Neutral,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Agree,Neutral,Disagree,Disagree,Disagree,Neutral,Disagree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Agree,Disagree,Agree,Agree,Neutral,Agree,Neutral,Disagree,Neutral,Neutral,Disagree,Agree,Disagree,Neutral,Strongly Disagree,Strongly Disagree,Agree,Agree,Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Agree,Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Disagree,Disagree,Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Agree,Neutral,tried smoking,social drinker,Disagree,Disagree,Disagree,Disagree,Neutral,Strongly Agree,Disagree,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,Disagree,Agree,Neutral,Disagree,Disagree,Disagree,Strongly Disagree,Agree,Strongly Disagree,Neutral,i am often running late,only to avoid hurting someone,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Disagree,Strongly Agree,Agree,Neutral,Neutral,few hours a day,Neutral,Neutral,Strongly Disagree,Agree,Neutral,Disagree,Neutral,20,182,73,1,male,right handed,secondary school,no,village,house/bungalow
Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Disagree,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Neutral,Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Agree,Neutral,Agree,Neutral,current smoker,drink a lot,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Disagree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Disagree,Strongly Agree,Strongly Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Neutral,i am always on time,sometimes,Disagree,Agree,Neutral,Neutral,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Disagree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Agree,Agree,Neutral,few hours a day,Agree,Strongly Agree,Agree,Neutral,Agree,Disagree,Disagree,18,162,54,1,female,right handed,secondary school,no,city,house/bungalow
Strongly Agree,Neutral,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Neutral,Strongly Disagree,Disagree,Neutral,Strongly Agree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Strongly Disagree,Neutral,Strongly Disagree,Disagree,Strongly Disagree,former smoker,social drinker,Agree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly Disagree,Disagree,Disagree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Neutral,Strongly Disagree,Agree,Agree,Strongly Agree,i am often early,sometimes,Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Agree,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Strongly Agree,Disagree,Agree,Neutral,Strongly Disagree,Agree,Neutral,Agree,few hours a day,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Agree,19,182,72,1,male,right handed,secondary school,yes,city,block of flats
Strongly Agree,Neutral,Strongly Disagree,Neutral,Strongly Agree,Neutral,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Agree,Neutral,Neutral,Agree,Strongly Agree,Strongly Agree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Disagree,Neutral,Neutral,Neutral,Strongly Disagree,Strongly Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Disagree,Agree,Agree,Agree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Agree,Neutral,never smoked,social drinker,Neutral,Strongly Agree,Neutral,Agree,Agree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Agree,Strongly Disagree,Strongly Disagree,Neutral,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Neutral,Agree,Neutral,Strongly Agree,Neutral,Agree,Strongly Agree,i am always on time,sometimes,Neutral,Neutral,Disagree,Neutral,Agree,Strongly Disagree,Agree,Strongly Agree,Disagree,Neutral,Strongly Agree,Neutral,Strongly Agree,Disagree,Agree,Strongly Agree,Neutral,Neutral,Strongly Agree,Agree,Strongly Agree,Strongly Agree,Neutral,few hours a day,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Agree,22,189,89,2,male,right handed,secondary school,no,city,house/bungalow
Agree,Disagree,Disagree,Disagree,Disagree,Agree,Strongly Agree,Agree,Agree,Disagree,Disagree,Strongly Agree,Agree,Agree,Agree,Neutral,Disagree,Agree,Neutral,Strongly Agree,Agree,Agree,Strongly Agree,Agree,Disagree,Agree,Agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Agree,Disagree,Agree,Agree,Disagree,Agree,Agree,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Strongly Agree,Agree,Agree,Disagree,Agree,Neutral,Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Disagree,Agree,Disagree,Neutral,Agree,Disagree,Neutral,Neutral,never smoked,never,Strongly Agree,Agree,Agree,Agree,Disagree,Agree,Neutral,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Disagree,Agree,Agree,Neutral,Strongly Disagree,Neutral,Agree,Agree,i am often early,only to avoid hurting someone,Disagree,Agree,Agree,Disagree,Agree,Agree,Disagree,Disagree,Agree,Agree,Strongly Agree,Neutral,Agree,Disagree,Agree,Agree,Neutral,Neutral,Neutral,Agree,Strongly Agree,Agree,Disagree,less than an hour a day,Agree,Disagree,Agree,Agree,Strongly Agree,Strongly Agree,Strongly Agree,26,182,76,3,male,left handed,secondary school,yes,city,house/bungalow
Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Disagree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Agree,Strongly Disagree,Agree,Disagree,Disagree,Disagree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Neutral,Agree,Strongly Agree,Disagree,Agree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Neutral,Disagree,Agree,Strongly Agree,Disagree,Disagree,Strongly Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Neutral,Agree,Strongly Disagree,Strongly Agree,Agree,Strongly Agree,Neutral,Disagree,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Disagree,Neutral,tried smoking,social drinker,Neutral,Agree,Strongly Agree,Strongly Disagree,Agree,Neutral,Strongly Disagree,Agree,Agree,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Disagree,Strongly Agree,Disagree,Strongly Agree,Strongly Disagree,Agree,Neutral,Agree,Strongly Agree,Neutral,Disagree,Agree,Agree,Disagree,Strongly Disagree,Neutral,Disagree,Disagree,i am always on time,never,Disagree,Neutral,Neutral,Agree,Agree,Disagree,Agree,Agree,Agree,Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Strongly Agree,Neutral,Neutral,Disagree,Disagree,Strongly Agree,Neutral,Strongly Disagree,less than an hour a day,Disagree,Strongly Disagree,Neutral,Agree,Agree,Agree,Disagree,23,185,87,0,male,right handed,secondary school,yes,city,block of flats
Strongly Agree,Neutral,Strongly Agree,Strongly Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Strongly Disagree,Neutral,Agree,Disagree,Disagree,Disagree,Strongly Disagree,Strongly Agree,Agree,Strongly Disagree,Strongly Agree,Agree,Agree,Agree,Agree,Neutral,Neutral,Disagree,Neutral,Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Disagree,Strongly Disagree,Strongly Disagree,Agree,Disagree,Agree,Disagree,Disagree,Strongly Disagree,Disagree,Neutral,Disagree,Agree,Neutral,Strongly Disagree,Disagree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Strongly Agree,Strongly Disagree,Disagree,Strongly Agree,Disagree,Neutral,Strongly Agree,Agree,Agree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Disagree,Neutral,Agree,Disagree,Agree,Neutral,current smoker,drink a lot,Strongly Disagree,Disagree,Strongly Disagree,Strongly Disagree,Strongly Disagree,Strongly Agree,Neutral,Neutral,Strongly Agree,Strongly Disagree,Neutral,Neutral,Strongly Disagree,Strongly Disagree,Neutral,Neutral,Disagree,Strongly Agree,Strongly Disagree,Agree,Disagree,Strongly Disagree,Agree,Agree,Disagree,Strongly Agree,Disagree,Disagree,Agree,Neutral,Strongly Disagree,Neutral,i am always on time,sometimes,Neutral,Neutral,Neutral,Agree,Agree,Strongly Agree,Strongly Agree,Agree,Neutral,Disagree,Agree,Neutral,Neutral,Neutral,Agree,Agree,Neutral,Agree,Disagree,Neutral,Agree,Agree,Neutral,few hours a day,Agree,Strongly Agree,Agree,Agree,Agree,Disagree,Neutral,18,162,54,1,female,right handed,secondary school,no,city,house/bungalow
