Class,Cap Shape,Cap Surface,Cap Color,Bruises?,Odor,Gill Attachment,Gill Spacing,Gill Size,Gill Color,Stalk Shape,Stalk Root,Stalk Surface Above Ring,Stalk Surface Below Ring,Stalk Color Above Ring,Stalk Color Below Ring,Veil Color,Ring Number,Ring Type,Spore Print Color,Population,Habitat
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Brown,White,One,Large,Chocolate,Solitary,Paths
Edible,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Smooth,Gray,No,Creosote,Free,Crowded,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Pink,White,One,Large,Chocolate,Several,Grasses
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Several,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Scaly,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,White,One,Large,Chocolate,Solitary,Grasses
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Solitary,Grasses
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Solitary,Paths
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,White,One,Large,Chocolate,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Paths
Poisonous,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Several,Paths
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,Gray,No,Creosote,Free,Crowded,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
Poisonous,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Solitary,Paths
Edible,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Smooth,White,No,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Smooth,Pink,No,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Several,Paths
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Smooth,Pink,No,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Smooth,White,No,Creosote,Free,Close,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,White,One,Large,Chocolate,Several,Paths
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Pink,White,One,Large,Chocolate,Several,Grasses
Poisonous,Convex,Fibrous,White,No,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,White,No,Creosote,Free,Crowded,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Grasses
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Smooth,Pink,No,Creosote,Free,Close,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Smooth,Pink,No,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Solitary,Grasses
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Fibrous,Pink,No,Creosote,Free,Close,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,White,One,Large,Chocolate,Several,Paths
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,No,Creosote,Free,Close,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Brown,White,One,Large,Chocolate,Several,Grasses
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Several,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
Poisonous,Flat,Scaly,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Solitary,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Solitary,Woods
Edible,Convex,Fibrous,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Several,Woods
Poisonous,Flat,Scaly,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Solitary,Woods
Edible,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Buff,White,One,Large,Chocolate,Several,Woods
Poisonous,Convex,Smooth,White,No,Creosote,Free,Crowded,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Poisonous,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Brown,Buff,White,One,Large,Chocolate,Several,Paths
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Scaly,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,White,One,Large,Chocolate,Solitary,Grasses
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Brown,White,One,Large,Chocolate,Several,Woods
Poisonous,Convex,Fibrous,White,No,Creosote,Free,Crowded,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Scattered,Woods
Poisonous,Convex,Fibrous,Gray,No,Creosote,Free,Crowded,Narrow,Pink,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Black,Several,Woods
Edible,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Pink,White,One,Large,Chocolate,Several,Paths
Poisonous,Convex,Smooth,Gray,No,Creosote,Free,Crowded,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Brown,White,One,Large,Chocolate,Several,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Pink,Pink,White,One,Large,Chocolate,Several,Paths
Poisonous,Convex,Fibrous,Gray,No,Creosote,Free,Close,Narrow,Brown,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
Poisonous,Convex,Smooth,Gray,No,Creosote,Free,Close,Narrow,Gray,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Scattered,Woods
Poisonous,Convex,Fibrous,White,No,Creosote,Free,Close,Narrow,Purple,Enlarging,Bulbous,Smooth,Smooth,White,White,White,One,Pendant,Brown,Several,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Solitary,Grasses
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Black,Several,Woods
Poisonous,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Pink,Enlarging,Bulbous,Silky,Silky,Buff,Pink,White,One,Large,Chocolate,Solitary,Paths
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Several,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Solitary,Woods
Edible,Convex,Fibrous,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Convex,Fibrous,Red,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Fibrous,Brown,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Black,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Brown,Brown,White,One,Large,Chocolate,Solitary,Paths
Edible,Flat,Scaly,Red,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,White,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Convex,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,White,Gray,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Brown,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Gray,Pink,White,One,Pendant,Black,Solitary,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,Gray,White,One,Pendant,Brown,Solitary,Woods
Poisonous,Convex,Fibrous,Gray,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Brown,White,One,Large,Chocolate,Several,Woods
Edible,Flat,Fibrous,Red,Yes,None,Free,Close,Broad,White,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Brown,Several,Woods
Poisonous,Flat,Fibrous,Gray,No,Foul,Free,Close,Broad,Gray,Enlarging,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,Pink,White,One,Pendant,Brown,Solitary,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Fibrous,Gray,Yes,None,Free,Close,Broad,Purple,Tapering,Bulbous,Smooth,Smooth,Pink,White,White,One,Pendant,Black,Solitary,Woods
Poisonous,Flat,Fibrous,Yellow,No,Foul,Free,Close,Broad,Chocolate,Enlarging,Bulbous,Silky,Silky,Pink,Buff,White,One,Large,Chocolate,Several,Paths
Edible,Convex,Scaly,Brown,Yes,None,Free,Close,Broad,Brown,Tapering,Bulbous,Smooth,Smooth,Gray,White,White,One,Pendant,Brown,Several,Woods
Edible,Flat,Scaly,Gray,Yes,None,Free,Close,Broad,Pink,Tapering,Bulbous,Smooth,Smooth,Gray,Gray,White,One,Pendant,Brown,Solitary,Woods
