Month,DayofMonth,DayOfWeek,DepTime,TimeOfDay,UniqueCarrier,Origin,Dest,Distance,dep_delayed_15min
May,11,Wednesday,1302,Afternoon,XE,EWR,DTW,487,N
December,5,Monday,2231,Evening,DL,SFO,ATL,2139,N
October,18,Monday,1822,Evening,HP,PHL,PHX,2075,N
December,4,Sunday,1732,Afternoon,DL,LGA,ATL,761,Y
June,18,Sunday,2105,Evening,OH,ATL,DAY,432,N
January,17,Sunday,1740,Afternoon,WN,LAX,RNO,390,N
January,1,Friday,1914,Evening,CO,EWR,IAH,1400,Y
August,11,Thursday,1658,Afternoon,UA,CLE,ORD,316,N
September,30,Thursday,1255,Afternoon,WN,DTW,MDW,229,N
September,6,Monday,735,Morning,MQ,ORD,LEX,323,N
February,13,Sunday,711,Morning,B6,FLL,JFK,1069,N
December,8,Thursday,2144,Evening,US,PHX,DFW,868,N
June,3,Thursday,956,Morning,OO,SLC,ABQ,493,N
August,5,Thursday,803,Morning,AA,ATL,ORD,606,Y
November,13,Sunday,1754,Afternoon,AA,SNA,DFW,1205,N
August,23,Tuesday,959,Morning,WN,PHX,OMA,1037,N
October,1,Sunday,1027,Morning,XE,MCI,EWR,1092,N
April,7,Wednesday,1754,Afternoon,MQ,ACT,DFW,89,N
December,15,Thursday,1736,Afternoon,WN,TUL,DAL,237,N
September,17,Sunday,1431,Afternoon,NW,MSP,MOT,449,N
June,25,Sunday,1220,Afternoon,OO,SEA,GEG,224,N
June,27,Monday,600,Morning,YV,DEN,PHX,602,N
August,5,Friday,1717,Afternoon,DL,BWI,SLC,1864,N
June,26,Sunday,1715,Afternoon,XE,CLE,CLT,430,Y
November,15,Monday,2208,Evening,WN,BWI,PVD,328,Y
January,17,Monday,2055,Evening,UA,ORD,PIT,412,N
August,28,Sunday,855,Morning,OH,CVG,BDL,661,Y
January,22,Sunday,2123,Evening,CO,IAH,RNO,1530,N
January,13,Wednesday,1130,Morning,FL,FLL,ATL,581,N
February,9,Tuesday,1131,Morning,NW,BHM,MEM,211,N
December,29,Thursday,1639,Afternoon,OH,CVG,PIT,256,N
January,13,Thursday,1926,Evening,CO,HNL,IAH,3904,N
January,18,Tuesday,1455,Afternoon,NW,PHX,MSP,1276,Y
June,22,Wednesday,728,Morning,OO,GTF,DEN,624,N
July,28,Wednesday,1614,Afternoon,AA,MIA,DFW,1121,N
November,21,Monday,1555,Afternoon,EV,ATL,VLD,208,Y
November,16,Tuesday,1027,Morning,F9,DEN,MCI,533,N
July,2,Sunday,1255,Afternoon,OH,CVG,COS,1078,N
May,22,Sunday,2105,Evening,US,CLT,SYR,603,N
March,24,Thursday,1959,Evening,CO,ATL,IAH,689,N
July,30,Friday,1827,Evening,OO,FAT,LAX,209,N
March,12,Friday,2155,Evening,OH,ATL,JFK,760,N
February,20,Sunday,1729,Afternoon,DL,ATL,SAN,1891,N
August,18,Wednesday,1650,Afternoon,US,PHL,CLT,448,N
March,30,Tuesday,2208,Evening,UA,DEN,PDX,992,Y
May,27,Thursday,1033,Morning,EV,SLC,LIT,1156,Y
October,9,Sunday,628,Morning,WN,MHT,MDW,838,N
September,16,Thursday,1841,Evening,XE,STL,CLE,487,N
March,18,Thursday,922,Morning,US,BOS,PHL,280,N
June,29,Wednesday,1733,Afternoon,CO,EWR,SFO,2565,N
December,12,Sunday,2035,Evening,CO,HNL,IAH,3904,N
July,18,Monday,1730,Afternoon,XE,MGM,IAH,554,N
August,10,Tuesday,710,Morning,WN,TPA,MDW,997,N
April,28,Wednesday,915,Morning,WN,STL,OKC,462,N
August,16,Tuesday,1045,Morning,YV,PHX,YUM,160,Y
September,4,Sunday,1457,Afternoon,WN,HOU,DAL,239,N
December,25,Sunday,1740,Afternoon,UA,BOS,IAD,413,N
February,23,Tuesday,1748,Afternoon,MQ,SNA,SJC,342,N
August,1,Sunday,1908,Evening,OO,DEN,RAP,301,N
May,20,Thursday,841,Morning,US,IAD,CLT,321,N
September,18,Sunday,2017,Evening,AS,BET,ANC,399,N
April,4,Sunday,1212,Afternoon,US,BHM,CLT,351,N
August,20,Friday,1604,Afternoon,NW,MSP,SDF,603,Y
December,4,Sunday,709,Morning,AA,DFW,ORF,1213,N
January,30,Sunday,1131,Morning,US,CLT,PBI,590,N
November,8,Tuesday,1846,Evening,UA,SFO,DFW,1464,N
May,16,Monday,557,Night,DL,LEX,ATL,303,N
September,26,Sunday,1900,Evening,DL,FLL,ATL,581,Y
November,23,Tuesday,1514,Afternoon,OO,TUS,SLC,601,N
July,11,Sunday,1801,Evening,CO,IAH,PHX,1009,Y
October,5,Wednesday,1848,Evening,CO,MSP,EWR,1008,N
October,20,Thursday,1825,Evening,XE,BNA,IAH,657,Y
September,21,Wednesday,1145,Morning,OH,BOS,JFK,187,Y
August,8,Monday,1807,Evening,US,PHX,ORD,1440,N
September,6,Tuesday,757,Morning,OO,ORD,MSN,109,N
October,26,Tuesday,1111,Morning,DL,SLC,BOI,291,N
March,26,Friday,1536,Afternoon,FL,TPA,PHL,920,Y
June,12,Sunday,1205,Afternoon,EV,MDW,ATL,590,Y
September,3,Sunday,1749,Afternoon,OO,BIL,SLC,387,Y
March,17,Wednesday,629,Morning,MQ,CLL,DFW,164,N
August,25,Wednesday,1509,Afternoon,B6,JFK,BUF,301,N
May,13,Thursday,1524,Afternoon,F9,STL,DEN,770,N
October,21,Thursday,2052,Evening,FL,DFW,LAS,1055,Y
September,16,Friday,915,Morning,FL,ATL,MDW,590,N
June,5,Sunday,2043,Evening,AS,LAX,ANC,2345,N
June,5,Sunday,655,Morning,AA,IND,DFW,762,N
September,28,Wednesday,1234,Afternoon,US,PHX,STL,1262,Y
May,13,Friday,845,Morning,AS,SEA,ORD,1721,N
March,25,Thursday,1122,Morning,DL,SLC,PDX,630,N
October,19,Tuesday,1604,Afternoon,AA,ORD,RDU,647,N
July,22,Friday,1313,Afternoon,OH,CVG,RIC,413,Y
August,14,Sunday,1401,Afternoon,US,ATL,DCA,547,N
August,31,Wednesday,1410,Afternoon,WN,PHX,DEN,602,N
February,15,Monday,1902,Evening,XE,IAH,VPS,510,N
September,11,Sunday,815,Morning,DL,ATL,LAX,1946,N
December,25,Sunday,1944,Evening,F9,LAS,DEN,629,N
December,7,Tuesday,605,Morning,OH,LAN,CVG,258,N
August,27,Sunday,2058,Evening,DL,IAD,ATL,533,Y
April,23,Friday,520,Night,OH,ABE,CVG,503,N
September,25,Sunday,1323,Afternoon,AA,CMH,DFW,927,N
March,16,Wednesday,1826,Evening,OH,CVG,MCI,539,N
January,4,Monday,807,Morning,AA,BOS,MCO,1121,N
January,6,Wednesday,1115,Morning,WN,TPA,ISP,1034,Y
February,16,Wednesday,955,Morning,AA,LAS,SJC,386,N
August,18,Wednesday,918,Morning,NW,LGA,DTW,501,N
October,18,Monday,1745,Afternoon,WN,ELP,PHX,347,N
July,31,Sunday,949,Morning,DL,BNA,ATL,214,N
August,27,Sunday,810,Morning,UA,ORD,DEN,888,N
November,22,Tuesday,1255,Afternoon,OH,JFK,BUF,301,Y
May,5,Wednesday,2100,Evening,AA,DFW,DCA,1192,Y
November,10,Wednesday,1622,Afternoon,MQ,LBB,DFW,282,N
March,4,Friday,2116,Evening,WN,TUS,LAX,451,N
November,10,Thursday,2123,Evening,WN,MSY,FLL,673,Y
May,5,Wednesday,1032,Morning,NW,DTW,BDL,548,N
April,8,Thursday,2035,Evening,B6,JFK,PHX,2153,N
September,9,Thursday,1157,Morning,AA,LGA,MCI,1107,Y
September,4,Sunday,1844,Evening,WN,LAX,PHX,370,N
January,20,Thursday,2251,Evening,AA,ORD,STL,258,Y
January,2,Sunday,2135,Evening,US,CLT,BDL,644,Y
October,30,Sunday,711,Morning,WN,GEG,LAS,806,N
August,31,Wednesday,840,Morning,NW,DTW,PHL,453,N
May,7,Friday,1424,Afternoon,OO,LAX,SJC,308,N
February,13,Sunday,1147,Morning,NW,LAS,MEM,1416,N
June,20,Sunday,1434,Afternoon,OO,DEN,BZN,525,N
January,19,Wednesday,1957,Evening,DL,ATL,SMF,2092,N
July,9,Sunday,1824,Evening,XE,LEX,IAH,828,N
October,25,Monday,849,Morning,NW,ATL,DTW,594,N
June,17,Friday,1751,Afternoon,AA,DFW,IND,762,Y
March,9,Tuesday,913,Morning,DL,ATL,BWI,576,N
June,27,Monday,757,Morning,NW,IAH,MSP,1034,N
May,18,Wednesday,1104,Morning,UA,PDX,DEN,992,N
August,14,Sunday,1428,Afternoon,MQ,CLT,LGA,544,Y
April,14,Wednesday,1220,Afternoon,UA,DEN,MCO,1545,N
October,8,Sunday,1331,Afternoon,DL,GPT,ATL,352,Y
June,18,Sunday,840,Morning,DL,RNO,ATL,1993,N
August,19,Thursday,852,Morning,XE,EWR,TUL,1215,N
June,13,Sunday,1410,Afternoon,FL,BWI,MCO,787,N
July,11,Sunday,1230,Afternoon,OH,LGA,BHM,866,N
October,11,Tuesday,1851,Evening,F9,DEN,DAY,1084,N
September,28,Wednesday,1328,Afternoon,B6,FLL,JFK,1069,N
July,6,Tuesday,1932,Evening,UA,SFO,LAX,337,N
March,28,Sunday,1452,Afternoon,US,RSW,PIT,966,N
September,17,Sunday,818,Morning,OO,DEN,BIL,455,N
August,2,Tuesday,2149,Evening,US,CLT,RDU,130,N
September,15,Thursday,1107,Morning,WN,SJC,LAX,308,N
February,22,Monday,1620,Afternoon,MQ,SNA,SJC,342,Y
February,18,Thursday,838,Morning,EV,CAE,CVG,404,N
November,12,Sunday,2252,Evening,AS,SEA,SAN,1050,Y
January,16,Sunday,730,Morning,WN,MDW,LAX,1750,N
December,28,Wednesday,1545,Afternoon,MQ,DFW,LFT,351,N
September,16,Thursday,1908,Evening,MQ,ORD,MQT,303,N
July,20,Tuesday,1918,Evening,UA,IAH,ORD,925,Y
April,20,Tuesday,807,Morning,OO,ACV,SFO,250,N
June,4,Sunday,1453,Afternoon,DL,SLC,LAS,368,N
April,11,Monday,937,Morning,XE,IAH,ABQ,744,N
March,28,Monday,1123,Morning,US,LAS,DEN,629,N
December,21,Wednesday,1704,Afternoon,UA,LGA,IAD,229,N
May,11,Wednesday,911,Morning,US,SMF,PHX,647,N
November,20,Sunday,2000,Evening,WN,MDW,ISP,765,N
August,30,Monday,721,Morning,MQ,ORD,IAD,589,N
September,5,Sunday,1730,Afternoon,OO,SLC,LAX,590,N
October,20,Thursday,1314,Afternoon,CO,MCO,IAH,853,N
December,3,Sunday,1220,Afternoon,XE,EWR,IND,644,N
February,16,Wednesday,1835,Evening,YV,DEN,JAC,406,N
September,26,Monday,1626,Afternoon,WN,TUS,SAN,367,N
June,22,Wednesday,1154,Morning,US,LGA,DCA,214,N
July,16,Sunday,2025,Evening,EV,SRQ,ATL,445,Y
October,8,Sunday,1555,Afternoon,FL,MKE,MCO,1066,N
June,27,Sunday,2222,Evening,UA,LAX,JFK,2475,N
June,18,Friday,1206,Afternoon,AA,SJU,EWR,1608,N
June,24,Thursday,856,Morning,DL,DEN,CVG,1069,N
December,6,Monday,1207,Afternoon,UA,DEN,SEA,1024,Y
March,7,Sunday,2015,Evening,US,MHT,PHL,290,N
December,20,Tuesday,2138,Evening,WN,LAX,SJC,308,Y
December,3,Sunday,1547,Afternoon,YV,CLT,MHT,737,N
November,13,Sunday,1528,Afternoon,DL,ATL,JAX,270,N
February,17,Thursday,740,Morning,YV,OMA,PHX,1037,N
July,30,Friday,1453,Afternoon,HA,KOA,HNL,163,N
March,5,Sunday,1822,Evening,EV,ISP,ATL,795,Y
September,25,Sunday,1450,Afternoon,OH,IAD,CVG,388,N
February,8,Tuesday,927,Morning,NW,MSP,SEA,1399,N
October,1,Sunday,1659,Afternoon,OH,CVG,MEM,403,Y
November,26,Friday,758,Morning,XE,LBB,IAH,458,N
October,19,Wednesday,1622,Afternoon,OO,CPR,DEN,230,Y
February,4,Friday,2129,Evening,MQ,BOS,BGR,201,Y
August,3,Wednesday,1050,Morning,AS,FAI,ANC,261,N
February,27,Sunday,1352,Afternoon,MQ,DFW,MDW,797,N
April,26,Tuesday,1812,Evening,MQ,LIT,ORD,552,N
May,13,Thursday,1430,Afternoon,WN,LAS,PDX,762,N
September,4,Sunday,1712,Afternoon,XE,IAH,GPT,376,Y
September,22,Thursday,1626,Afternoon,OO,ORD,SPI,174,Y
June,7,Tuesday,1531,Afternoon,XE,IAH,VPS,510,N
November,8,Monday,1057,Morning,HP,PHX,SMF,647,N
January,19,Tuesday,1421,Afternoon,DL,MEM,ATL,332,Y
March,19,Sunday,1141,Morning,OO,SFO,BOI,522,N
October,22,Friday,1337,Afternoon,HP,SFO,PHX,651,Y
March,14,Monday,1610,Afternoon,WN,MHT,PHL,290,N
September,25,Sunday,1344,Afternoon,DL,MSP,ATL,906,Y
December,14,Wednesday,1839,Evening,OO,SLC,LAX,590,N
November,2,Tuesday,1509,Afternoon,FL,BOS,BWI,370,N
May,8,Sunday,603,Morning,UA,ORD,DCA,612,N
October,11,Tuesday,1902,Evening,FL,MSY,ATL,425,Y
January,11,Tuesday,1306,Afternoon,OO,BZN,DEN,525,N
October,5,Tuesday,629,Morning,DL,SAN,ATL,1891,N
February,10,Wednesday,824,Morning,CO,SAT,IAH,191,N
August,3,Wednesday,1723,Afternoon,AA,DFW,OMA,583,Y
November,5,Sunday,1956,Evening,OO,JAX,ORD,865,Y
June,17,Thursday,1635,Afternoon,EV,ATL,EVV,350,N
October,24,Sunday,1346,Afternoon,XE,AUS,CLE,1174,N
August,3,Wednesday,612,Morning,UA,IAD,ORD,589,N
September,8,Wednesday,1135,Morning,OO,ACV,SFO,250,Y
October,17,Sunday,2035,Evening,OH,CVG,FWA,136,N
November,29,Monday,1805,Evening,XE,ROC,CLE,245,N
October,15,Sunday,1204,Afternoon,EV,ATL,IAD,533,N
March,18,Thursday,1043,Morning,DH,IAD,TYS,419,N
September,25,Sunday,530,Night,EV,OKC,ATL,761,N
March,21,Monday,1518,Afternoon,AA,ORD,MIA,1197,N
July,12,Monday,949,Morning,MQ,DFW,TXK,181,N
June,8,Tuesday,2218,Evening,AA,ORD,TUS,1437,Y
June,10,Thursday,1321,Afternoon,FL,MCI,ATL,692,N
November,5,Friday,909,Morning,HP,BOS,PHX,2300,N
November,19,Friday,1750,Afternoon,WN,DAL,ELP,562,N
January,16,Sunday,1535,Afternoon,WN,LAS,DEN,629,N
July,10,Sunday,1052,Morning,XE,DAL,IAH,217,N
December,18,Sunday,1140,Morning,AA,DFW,SNA,1205,N
August,23,Tuesday,855,Morning,YV,IAD,DAB,703,N
January,19,Tuesday,1239,Afternoon,MQ,TYS,DFW,772,N
January,27,Thursday,1713,Afternoon,EV,TYS,ATL,152,N
May,28,Sunday,1741,Afternoon,EV,ABE,ATL,692,N
February,7,Sunday,852,Morning,OO,SFO,ACV,250,N
August,4,Wednesday,800,Morning,FL,MCO,DFW,984,N
February,20,Sunday,1148,Morning,OH,SAV,LGA,722,N
August,5,Thursday,1932,Evening,CO,MSP,IAH,1034,Y
February,24,Thursday,2010,Evening,WN,STL,SDF,254,N
August,23,Tuesday,913,Morning,NW,MKE,MSP,297,N
September,6,Monday,1642,Afternoon,OO,LAX,CLD,86,N
May,13,Thursday,849,Morning,AA,AUS,DFW,190,N
October,11,Monday,1205,Afternoon,UA,LAS,DEN,629,N
December,26,Monday,934,Morning,CO,CLE,FLL,1062,N
April,16,Sunday,2023,Evening,YV,DEN,HDN,142,N
April,22,Friday,2130,Evening,MQ,ORD,DAY,240,Y
July,16,Sunday,1523,Afternoon,NW,DTW,MKE,238,N
December,28,Wednesday,1314,Afternoon,WN,BNA,JAX,484,Y
June,20,Sunday,700,Morning,WN,MSY,BHM,321,N
December,24,Friday,1945,Evening,DH,IAD,ATL,533,N
May,12,Wednesday,1903,Evening,OO,SBA,SJC,234,N
November,27,Sunday,1838,Evening,EV,ATL,TUL,674,Y
July,5,Monday,1635,Afternoon,MQ,BUF,ORD,473,Y
April,26,Monday,1224,Afternoon,CO,OAK,IAH,1628,N
January,29,Friday,1345,Afternoon,OH,CVG,FSD,701,N
July,14,Thursday,2205,Evening,DL,ATL,LGA,761,Y
April,4,Sunday,1101,Morning,UA,ORD,LAX,1745,N
August,24,Wednesday,1604,Afternoon,NW,PHL,DTW,453,N
November,29,Monday,1653,Afternoon,DL,ATL,SAV,215,N
November,25,Friday,1000,Morning,AA,DFW,TUS,813,N
April,4,Monday,1830,Evening,WN,CLE,BWI,314,N
April,14,Wednesday,1646,Afternoon,AA,SJU,DFW,2165,N
March,17,Wednesday,635,Morning,WN,SAN,PHX,304,N
December,22,Thursday,1823,Evening,OO,ONT,SLC,558,N
January,31,Monday,1134,Morning,EV,SBN,ATL,566,N
July,3,Sunday,713,Morning,UA,LAX,EWR,2454,N
July,7,Wednesday,1500,Afternoon,WN,BWI,MSY,998,N
June,22,Tuesday,1143,Morning,UA,DEN,HNL,3365,N
October,14,Friday,1051,Morning,WN,MCO,PVD,1073,Y
February,15,Monday,2020,Evening,WN,MCI,LAX,1363,N
February,14,Monday,1500,Afternoon,YV,OKC,PHX,833,N
October,27,Wednesday,1640,Afternoon,UA,ROC,ORD,528,N
December,27,Monday,1952,Evening,AA,MCO,MIA,193,N
October,20,Wednesday,815,Morning,NW,MBS,DTW,98,N
October,6,Wednesday,734,Morning,OO,FAT,SFO,158,N
January,17,Monday,848,Morning,OO,LAX,SAN,109,N
November,16,Tuesday,908,Morning,NW,DTW,ORD,235,N
September,19,Monday,2051,Evening,DL,CVG,MCI,539,N
January,16,Sunday,1311,Afternoon,NW,IAH,MSP,1034,N
June,23,Wednesday,1706,Afternoon,B6,BUF,JFK,301,N
October,9,Sunday,1053,Morning,AA,JFK,SAN,2446,N
April,8,Friday,647,Morning,CO,RSW,IAH,861,N
April,22,Thursday,1506,Afternoon,AA,DTW,DFW,987,N
October,21,Friday,1035,Morning,CO,FLL,EWR,1065,N
September,29,Thursday,1924,Evening,CO,BOS,CLE,563,Y
September,5,Monday,755,Morning,OH,DAY,ATL,432,N
September,6,Tuesday,1926,Evening,WN,FLL,MCO,178,N
May,31,Tuesday,1939,Evening,UA,CMH,ORD,296,N
January,17,Monday,842,Morning,AS,KTN,SEA,680,N
October,15,Friday,2140,Evening,NW,MSP,PHX,1276,N
April,20,Wednesday,2058,Evening,UA,ORD,EWR,719,N
December,17,Friday,1247,Afternoon,HP,PHX,DTW,1671,N
February,6,Sunday,1635,Afternoon,NW,MSP,MSN,228,N
October,14,Thursday,1545,Afternoon,WN,HOU,MSY,303,N
May,6,Thursday,1844,Evening,XE,EWR,MSP,1008,N
February,8,Monday,1459,Afternoon,UA,ORD,LGA,733,N
August,24,Tuesday,1856,Evening,XE,CLE,BUF,192,N
September,24,Sunday,631,Morning,NW,DTW,DCA,405,N
December,14,Tuesday,1206,Afternoon,NW,DTW,STL,440,N
May,17,Monday,1602,Afternoon,HP,ONT,PHX,325,Y
June,19,Sunday,2015,Evening,WN,OMA,PHX,1037,N
December,18,Sunday,2133,Evening,YV,IAD,LGA,229,N
June,3,Friday,729,Morning,US,PHL,FLL,992,N
January,3,Monday,2057,Evening,XE,DTW,EWR,487,Y
April,27,Wednesday,955,Morning,WN,AUS,DAL,189,N
January,9,Sunday,26,Night,HP,LAS,OAK,407,Y
July,8,Friday,758,Morning,DL,PDX,ATL,2172,N
May,12,Wednesday,1357,Afternoon,US,PHL,DFW,1302,N
November,25,Friday,1954,Evening,UA,ORD,SLC,1249,N
August,14,Sunday,915,Morning,OO,LAX,MRY,267,N
May,15,Sunday,706,Morning,MQ,HPN,ORD,738,N
March,30,Tuesday,1110,Morning,WN,TUL,LAS,1076,N
May,25,Tuesday,1909,Evening,XE,CLE,DCA,310,N
December,20,Monday,856,Morning,FL,MKE,MCO,1066,Y
July,5,Monday,843,Morning,AA,DFW,MCI,460,N
November,2,Tuesday,1519,Afternoon,AA,DFW,STL,551,N
April,15,Thursday,1838,Evening,MQ,CRP,DFW,354,N
January,28,Thursday,1644,Afternoon,XE,CLE,BNA,448,N
April,16,Friday,1116,Morning,US,CLT,MCO,468,Y
August,6,Sunday,1907,Evening,F9,DEN,DTW,1123,N
January,4,Tuesday,1453,Afternoon,DL,ATL,LGA,761,Y
October,23,Sunday,1602,Afternoon,OO,FAT,SLC,501,N
July,10,Sunday,1139,Morning,AS,TUS,SEA,1216,N
June,27,Sunday,2242,Evening,DL,LAX,ATL,1946,N
April,19,Monday,1820,Evening,EV,IAH,CVG,871,N
April,24,Sunday,1747,Afternoon,UA,ORD,DEN,888,N
March,9,Wednesday,1055,Morning,CO,IAH,DCA,1208,N
May,24,Monday,844,Morning,UA,IAD,MIA,921,N
October,7,Thursday,1359,Afternoon,OO,SLC,SGU,269,N
July,26,Tuesday,2031,Evening,DL,ATL,BHM,134,N
April,13,Wednesday,2127,Evening,B6,LGB,IAD,2277,N
November,6,Sunday,1637,Afternoon,OO,SLC,PIH,150,N
January,20,Wednesday,2211,Evening,US,CLT,MYR,156,N
October,9,Sunday,924,Morning,OH,CVG,AZO,225,N
May,27,Friday,1540,Afternoon,WN,SEA,OAK,671,N
April,15,Thursday,526,Night,DL,MKE,ATL,669,N
October,2,Sunday,2127,Evening,XE,EWR,IAD,213,Y
July,16,Friday,1753,Afternoon,CO,IAH,SAT,191,Y
November,6,Sunday,1825,Evening,WN,SJC,LAX,308,N
April,17,Sunday,735,Morning,AS,OAK,PDX,543,N
October,11,Tuesday,931,Morning,DL,ATL,IAD,533,Y
September,11,Sunday,1316,Afternoon,DL,JAC,SLC,205,Y
October,29,Sunday,2145,Evening,YV,IAD,RDU,224,N
September,26,Monday,856,Morning,US,PHX,MCO,1848,N
January,22,Sunday,1800,Evening,WN,SMF,SAN,480,N
June,2,Thursday,734,Morning,MQ,ORD,HSV,510,N
June,30,Thursday,926,Morning,US,CLT,BUF,546,N
May,20,Thursday,1557,Afternoon,US,DCA,MCO,759,Y
March,30,Tuesday,1959,Evening,DL,ATL,PBI,545,N
June,27,Sunday,1139,Morning,MQ,DFW,TYS,772,N
March,28,Monday,914,Morning,NW,LAS,MSP,1300,N
November,15,Tuesday,1900,Evening,US,DCA,BOS,399,Y
May,19,Wednesday,1315,Afternoon,NW,MSP,CLE,622,N
November,5,Friday,846,Morning,UA,PBI,ORD,1144,N
June,7,Tuesday,600,Morning,MQ,ORF,MIA,802,N
November,1,Monday,758,Morning,EV,OMA,ATL,821,N
January,16,Sunday,1858,Evening,AA,AUS,ORD,978,Y
April,30,Sunday,1043,Morning,YV,MCI,DEN,533,N
April,22,Thursday,2122,Evening,AA,PHL,ORD,678,Y
May,14,Sunday,630,Morning,WN,SAN,MDW,1728,N
August,18,Thursday,1344,Afternoon,AA,ATL,MIA,595,N
November,30,Tuesday,1931,Evening,CO,ATL,EWR,745,Y
September,23,Thursday,1315,Afternoon,NW,MSP,BDL,1050,N
July,8,Thursday,630,Morning,CO,CLE,EWR,404,N
August,15,Monday,1841,Evening,WN,SLC,GEG,546,Y
January,11,Monday,1340,Afternoon,CO,SAT,IAH,191,N
August,15,Sunday,1637,Afternoon,UA,LAX,OGG,2486,N
April,3,Sunday,2122,Evening,OO,SAN,LAX,109,N
October,12,Wednesday,2053,Evening,XE,CLE,DTW,95,N
October,4,Tuesday,1545,Afternoon,EV,ATL,JAN,341,N
November,22,Tuesday,1339,Afternoon,WN,MDW,SAT,1036,N
April,19,Monday,1259,Afternoon,AA,CMH,DFW,927,N
January,19,Tuesday,908,Morning,AA,BOS,SFO,2704,N
November,11,Friday,710,Morning,MQ,ORD,CID,196,N
November,3,Thursday,1908,Evening,MQ,DFW,LAW,140,Y
July,29,Friday,850,Morning,WN,MAF,LAS,796,N
December,29,Wednesday,1725,Afternoon,WN,MDW,BWI,611,N
July,13,Tuesday,1439,Afternoon,DL,SDF,ATL,321,Y
November,4,Thursday,1245,Afternoon,WN,PHX,SEA,1107,N
June,13,Monday,1410,Afternoon,EV,MSY,ATL,425,Y
April,24,Sunday,1900,Evening,OO,LAS,SLC,368,N
December,23,Friday,815,Morning,EV,HSV,ATL,151,N
February,24,Wednesday,1328,Afternoon,MQ,SAN,LAX,109,N
April,10,Sunday,1945,Evening,OH,BOS,RDU,612,Y
October,14,Thursday,1716,Afternoon,NW,DTW,BOS,632,Y
August,8,Sunday,630,Morning,OO,SAN,LAX,109,N
January,16,Sunday,750,Morning,DL,JFK,MCO,944,N
May,8,Sunday,1656,Afternoon,FL,ATL,BOS,946,Y
December,22,Thursday,636,Morning,HA,ITO,HNL,216,N
March,19,Sunday,1321,Afternoon,WN,LAS,SLC,368,N
September,4,Sunday,835,Morning,WN,BNA,BWI,588,N
March,20,Sunday,1755,Afternoon,WN,BHM,HOU,570,Y
December,12,Sunday,1204,Afternoon,MQ,BOS,BWI,370,N
April,13,Wednesday,610,Morning,MQ,RST,ORD,268,N
May,26,Wednesday,1739,Afternoon,MQ,DCA,RDU,227,N
November,9,Tuesday,1800,Evening,WN,DTW,MDW,229,N
March,22,Tuesday,2007,Evening,WN,HRL,SAT,233,Y
July,20,Tuesday,1938,Evening,MQ,DFW,GRK,134,N
September,14,Wednesday,1016,Morning,AA,DFW,ABQ,569,N
October,11,Tuesday,1520,Afternoon,EV,SHV,ATL,552,N
August,6,Sunday,1505,Afternoon,FL,MDW,BOS,861,N
August,25,Thursday,1234,Afternoon,UA,BOI,DEN,649,Y
June,16,Thursday,1645,Afternoon,OO,SLC,WYS,273,N
December,5,Sunday,858,Morning,MQ,SGF,DFW,364,N
November,3,Wednesday,830,Morning,WN,HOU,DAL,239,N
January,17,Monday,1622,Afternoon,DL,ATL,TLH,223,N
June,10,Thursday,1235,Afternoon,WN,HOU,MCO,848,N
August,11,Wednesday,750,Morning,AA,MCO,MIA,193,N
February,16,Tuesday,1830,Evening,EV,CAE,CVG,404,N
April,24,Sunday,828,Morning,WN,ABQ,MDW,1121,N
February,19,Sunday,1422,Afternoon,WN,AUS,HRL,273,Y
September,2,Thursday,1313,Afternoon,MQ,MIA,MEM,860,Y
October,20,Thursday,1402,Afternoon,WN,SAT,DAL,248,Y
August,8,Monday,1412,Afternoon,MQ,BOS,LGA,185,N
July,1,Thursday,655,Morning,XE,MDT,CLE,280,N
July,23,Friday,1211,Afternoon,AS,SEA,ANC,1449,N
May,28,Sunday,1319,Afternoon,MQ,JFK,RDU,426,N
May,14,Friday,2245,Evening,AS,JNU,SIT,95,Y
April,23,Friday,1145,Morning,HP,PHX,DFW,868,N
December,14,Tuesday,1406,Afternoon,WN,FLL,MCO,178,Y
December,15,Thursday,1036,Morning,NW,DTW,EWR,487,Y
March,29,Tuesday,2056,Evening,DL,SLC,OAK,588,N
October,2,Sunday,1833,Evening,AA,XNA,DFW,281,N
January,2,Sunday,1755,Afternoon,HP,BOS,PHX,2300,Y
July,27,Wednesday,634,Morning,UA,ORD,EWR,719,N
January,30,Sunday,1851,Evening,CO,DFW,IAH,224,N
November,20,Sunday,1724,Afternoon,MQ,RST,ORD,268,N
May,24,Tuesday,626,Morning,US,DFW,PHL,1302,N
June,6,Monday,736,Morning,AS,ANC,JNU,571,N
January,15,Sunday,1339,Afternoon,FL,PHL,MCO,861,N
October,10,Sunday,542,Night,OH,SBN,CVG,203,N
March,6,Sunday,1102,Morning,MQ,VPS,DFW,626,N
November,1,Monday,1955,Evening,US,DCA,LGA,214,N
January,15,Friday,1410,Afternoon,WN,PHX,OKC,833,Y
January,18,Monday,701,Morning,NW,MSP,LGA,1020,N
October,20,Thursday,1109,Morning,OO,ORD,CHS,760,N
November,14,Sunday,1319,Afternoon,NW,BOS,MSP,1124,N
May,14,Friday,1757,Afternoon,US,PHL,DCA,119,N
January,2,Sunday,1800,Evening,OH,CHS,LGA,641,Y
September,7,Wednesday,2028,Evening,TZ,MDW,DFW,797,Y
October,23,Sunday,1326,Afternoon,OO,SLC,TUS,601,N
