Category,Description,Ash,Beta Carotene,Carbohydrate,Cholesterol,Fiber,Kilocalories,Lutein and Zeaxanthin,Lycopene,Manganese,Niacin,Protein,Retinol,Riboflavin,Selenium,Sugar Total,Thiamin,Water,Fat: Monosaturated Fat,Fat: Polysaturated Fat,Fat: Saturated Fat,Fat: Total Lipid,Major Minerals: Calcium,Major Minerals: Copper,Major Minerals: Iron,Major Minerals: Magnesium,Major Minerals: Phosphorus,Major Minerals: Potassium,Major Minerals: Sodium,Major Minerals: Zinc,Vitamins: Vitamin A - IU,Vitamins: Vitamin A - RAE,Vitamins: Vitamin B12,Vitamins: Vitamin B6,Vitamins: Vitamin C,Vitamins: Vitamin E,Vitamins: Vitamin K
Yardlong Bns,"Yardlong Bns,Yardlong,Mature Seeds,Ckd,Bld,W/Salt",1.37,0,21.09,0,3.799999952,118,0,0,0.487,0.551,8.29,0,0.064,2.8,0,0.212,68.8,0.039,0.193,0.116,0.45,42,0.225,2.64,98,181,315,241,1.08,16,1,0,0.095,0.4,0,0
Winged Bns,"Winged Bns,Mature Seeds,Ckd,Bld,W/Salt",1.43,0,14.94,0,0,147,0,0,1.199,0.83,10.62,0,0.129,2.9,0,0.295,67.19,2.153,1.551,0.825,5.84,142,0.773,4.33,54,153,280,249,1.44,0,0,0,0.047,0,0,0
Loma Linda Little Links,"Loma Linda Little Links,Cnd,Unprep",1.6,0,5.53,1,4.199999809,221,0,0,0,15.56,19.38,0,1.37,0,0.790000021,0.97,60.03,3.5,7.7,2,13.46,19,0,3.28,0,103,56,472,1.51,0,0,0,0,0,0,0
Loma Linda Fried Chik'N W/ Gravy,"Loma Linda Fried Chik'N W/ Gravy,Cnd,Unprep",1.54,0,5.2,1,2.799999952,181,0,0,0,6.2,13.15,0,0.61,0,0.560000002,1.41,68.19,2.98,7.08,1.84,11.91,11,0,1.64,0,124,58,447,0.53,0,0,8.39,0.44,0,0,0
Loma Linda Lofat Big Franks,"Loma Linda Lofat Big Franks,Cnd,Unprep",1.73,0,4.9,0,4.099999905,154,0,0,0,15.08,23.1,0,1.31,0,0.340000004,0.6,65.59,1.1,3.1,0.5,4.69,17,0,2.29,0,137,100,481,2.5,0,0,0,0,0,0,0
Loma Linda Dinner Cuts,"Loma Linda Dinner Cuts,Cnd,Unprep",1.55,0,4.15,1,2.400000095,104,0,0,0,0.55,19.46,0,0.07,0,0.409999996,0.02,73.66,0.1,0.7,0.2,1.1,10,0,1.4,0,74,39,496,1.03,0,0,0,0,0,0,0
Loma Linda Tender Rounds W/ Gravy,"Loma Linda Tender Rounds W/ Gravy,Cnd,Unprep",1.67,0,7.4,1,3.5,145,0,0,0,0.48,16.26,0,0.5,0,1.029999971,1,69.1,1.33,2.3,0.7,5.63,14,0,1.51,0,103,95,443,0.86,0,0,2.16,0.22,0,0,0
Loma Linda Swiss Stake W/ Gravy,"Loma Linda Swiss Stake W/ Gravy,Cnd,Unprep",2.07,0,10.37,1,3.200000048,141,0,0,0,15.37,10.17,0,0.88,0,0.910000026,1.27,70.87,1.64,3.69,0.83,6.51,35,0,1.77,0,140,226,471,0.67,0,0,7.31,1.11,0,0,0
Loma Linda Vege-Burger,"Loma Linda Vege-Burger,Cnd,Unprep",0.86,0,3.72,0,2.599999905,115,0,0,0,9.95,22.22,0,0.45,0,0.850000024,0.24,71.96,0.2,0.73,0.23,1.24,16,0,1.71,0,80,74,222,1.3,0,0,6.66,0.62,0,0,0
Loma Linda Redi-Burger,"Loma Linda Redi-Burger,Cnd,Unprep",1.99,0,8.15,0,4.300000191,149,0,0,0,5.08,21.89,0,0.48,0,1.210000038,0.27,64.79,0.59,1.76,0.44,3.18,17,0,2,0,159,170,508,1.71,0,0,1.63,0.53,0,0,0
Loma Linda Tender Bits,"Loma Linda Tender Bits,Cnd,Unprep",1.97,0,8.29,0,4.300000191,135,0,0,0,7.53,15.12,0,0.6,0,0.589999974,0.5,69.97,1.1,2.6,0.7,4.64,17,0,1.64,0,88,65,613,0.95,0,0,0,0,0,0,0
Loma Linda Linketts,"Loma Linda Linketts,Cnd,Unprep",1.38,0,4.35,0,3,208,0,0,0,9.53,21.29,0,0.76,0,0.280000001,0.39,61.22,2.88,7.01,1.57,11.76,11,0,1.75,0,114,64,401,1.48,0,0,2.91,0.45,0,0,0
Worthington Chili,"Worthington Chili,Cnd,Unprep",1.73,50,10.87,0,3.400000095,123,0,0,0,0,10.39,0,0.11,0,1.299999952,0.23,72.79,0.88,2.88,0.7,4.22,18,0,3.17,0,77,162,453,0.8,84,4,1.63,0.37,0,0,0
Worthington Choplets,"Worthington Choplets,Cnd,Unprep",1.41,0,4.06,0,2.799999952,103,0,0,0,0,19.39,0,0.05,0,0.419999987,0.02,74.11,0.13,0.51,0.16,1.03,8,0,1.51,0,76,39,456,1.04,0,0,0,0,0,0,0
Worthington Diced Chik,"Worthington Diced Chik,Cnd,Unprep",1.93,0,3.74,1,1.399999976,80,0,0,0,3.09,14.71,0,0.23,0,0.100000001,0.17,78.97,0,0,0,0.65,55,0,1.89,0,0,216,344,0.7,0,0,2.17,0.1,0,0,0
Worthington Frichik,"Worthington Frichik,Cnd,Unprep",1.78,0,3.36,1,1.5,160,0,0,0,3.8,13.43,0,0.2,0,0.100000001,0.24,71.11,2.36,5.49,1.41,10.33,34,0,2.63,0,0,154,401,0.7,0,0,3.24,0.23,0,0,0
Worthington Lofat Fri Chik,"Worthington Lofat Fri Chik,Cnd,Unprep",1.85,0,4.9,1,1,102,0,0,0,4.77,14.31,0,0.23,0,0.029999999,0.22,76.35,0.68,1.05,0.4,2.74,35,0,3.25,0,124,169,416,0.76,0,0,3.68,0.27,0,0,0
Worthington Lofat Veja-Links,"Worthington Lofat Veja-Links,Cnd,Unprep",2.17,0,4.28,2,1.200000048,123,0,0,0,6.89,15.79,0,0.35,0,0.699999988,0.24,72.98,1.07,2.59,0.73,4.78,21,0,5.71,0,74,71,612,0.64,0,0,4.75,0.43,0,0,0
Worthington Multigrain Cutlets,"Worthington Multigrain Cutlets,Cnd,Unprep",1.2,0,6,0,3.099999905,108,0,0,0,0,18.1,0,0,0,0.600000024,0,73.4,0.2,0.6,0.5,1.3,10,0,1.5,0,85,32,313,1.2,0,0,0,0,0,0,0
Worthington Prime Stakes,"Worthington Prime Stakes,Cnd,Unprep",1.7,0,7.52,1,1.399999976,135,0,0,0,7.36,10.16,0,0.23,0,0.300000012,0.31,73.44,1.69,3.56,0.95,7.19,15,0,3.37,0,0,101,480,0.62,0,0,3.83,0.44,0,0,0
Worthington Saucettes,"Worthington Saucettes,Cnd,Unprep",1.82,0,5.59,2,2.799999952,219,0,0,0,6.54,14.99,0,0.29,0,0.230000004,1.84,62.41,0,0,0,15.19,40,0,5.1,0,155,69,532,0.9,0,0,0,0,0,0,0
Worthington Super Links,"Worthington Super Links,Cnd,Unprep",2.45,0,5.5,1,1.799999952,219,0,0,0,3.93,14.46,0,0.31,0,0.610000014,0.32,62.14,3.06,8.36,2.08,15.45,34,0,4.27,0,93,77,708,0.93,0,0,5.52,0.51,0,0,0
Worthington Turkee Slices,"Worthington Turkee Slices,Cnd,Unprep",2.76,0,5.63,1,0,202,0,0,0,5.93,14.5,0,0.25,0,1.299999952,3.29,63.56,4.15,8.28,2.07,13.55,150,0,4.12,0,0,59,565,0.64,0,0,4.84,0.31,0,0,0
Worthington Veg Skallops,"Worthington Veg Skallops,Cnd,Unprep",1.38,0,4.56,0,3.400000095,109,0,0,0,0,19.89,0,0.03,0,0.340000004,0.03,72.99,0.13,0.52,0.16,1.19,7,0,1.39,0,52,17,460,1.04,0,0,0,0,0,0,0
Worthington Veg Steaks,"Worthington Veg Steaks,Cnd,Unprep",1.32,0,5.05,0,2.200000048,113,0,0,0,7.93,20.68,0,0.38,0,0.529999971,1.16,71.79,0,0,0,1.16,6,0,5.79,0,77,32,417,1.1,0,0,0,0,0,0,0
Worthington Vegetarian Burger,"Worthington Vegetarian Burger,Cnd,Unprep",1.47,0,6.21,0,2.700000048,126,0,0,0,8.54,18.64,0,0.23,0,0.560000002,0.37,70.73,0.49,1.74,0.46,2.94,8,0,3.91,0,98,44,451,1.17,0,0,5.55,0.39,0,0,0
Worthington Veja-Links,"Worthington Veja-Links,Cnd,Unprep",1.95,0,4.13,3,3.299999952,155,0,0,0,5.12,14.59,0,0.32,0,0.469999999,0.33,70.41,1.96,4.52,1.3,8.93,24,0,3.39,0,100,56,530,0.52,0,0,4.88,0.37,0,0,0
Worthington Chic-Ketts,"Worthington Chic-Ketts,Frz,Unprep",2.36,0,4.6,0,3.700000048,204,0,0,0,7.31,25.91,0,0.26,0,0.839999974,0.49,57.98,2.2,5.5,1.4,9.16,21,0,3.41,0,130,79,737,1.33,0,0,0,0,0,0,0
Worthington Meatless Chick,"Worthington Meatless Chick,Frz,Unprep",3.67,0,4.28,1,2.400000095,153,0,0,0,7.48,16.08,0,0.24,0,0.75,0.69,67.98,1.81,4.6,1.22,7.99,272,0,3.77,0,0,412,452,0.71,0,0,3.68,0.51,0,0,0
Worthington Meatless Corned Bf,"Worthington Meatless Corned Bf,Frz,Unprep",2.96,0,9.87,1,4.699999809,244,0,0,0,13.6,18.62,0,0.4,0,2.099999905,20.57,54.08,3.47,8.6,2.27,14.47,24,0,4.67,0,140,216,758,0.77,0,0,5.91,0.81,0,0,0
Worthington Dinner Rst,"Worthington Dinner Rst,Frz,Unprep",1.93,0,6.87,1,3.099999905,213,0,0,0,15.24,16.04,0,0.36,0,0.980000019,3.04,61.66,5.4,5.6,2.4,13.5,46,0,4.48,0,131,150,671,0.92,0,0,0,0,0,0,0
Worthington Fripats,"Worthington Fripats,Frz,Unprep",2.45,0,7.95,2,2.799999952,209,0,0,0,12.24,23.73,0,0.53,0,1.370000005,10.52,56.75,2.17,5.19,1.4,9.12,97,0,5.69,0,187,185,517,1.2,0,0,0,0,0,0,0
Worthington Dinner Rst,"Worthington Dinner Rst,Frz,Unprep",1.93,0,6.87,1,3,213,0,0,0,15.24,16.04,0,0.36,0,0.980000019,3.04,61.66,5.4,5.6,2.4,13.5,46,0,4.48,0,131,150,671,0.92,0,0,0,0,0,0,0
Worthington Prosage Links,"Worthington Prosage Links,Frz,Unprep",2.62,0,5.03,2,2.799999952,143,0,0,0,15.69,20.17,0,0.5,0,0.769999981,16.69,67.49,1.8,2,0.9,4.68,26,0,6.09,0,138,114,819,1.01,0,0,0,0,0,0,0
Worthington Prosage Roll,"Worthington Prosage Roll,Frz,Unprep",2.41,0,5.95,2,3.5,261,0,0,0,0,19.61,0,0.36,0,0.150000006,1.24,54.42,5.8,8.3,3.4,17.61,28,0,3.63,0,93,139,667,0.76,0,0,0,0,0,0,0
Worthington Smoked Turkey,"Worthington Smoked Turkey,Frz,Unprep",3.73,0,7.93,0,1.100000024,251,0,0,0,10.7,18.54,0,0,0,2.400000095,0,53.68,3.88,8.88,2.34,16.12,147,0,5.4,0,0,98,859,0.76,0,0,6.14,0.82,0,0,0
Worthington Stakelets,"Worthington Stakelets,Frz,Unprep",2.9,0,9.56,1,2.799999952,211,0,0,0,10.74,19.7,0,0.39,0,1.159999967,2.27,57.46,3.5,5.1,1.8,10.39,73,0,3.51,0,210,191,651,1.22,0,0,0,0,0,0,0
Worthington Stripples,"Worthington Stripples,Frz,Unprep",4.8,0,14.3,2,5.099999905,346,0,0,0,8.8,12.4,0,0.4,0,0.800000012,10.1,41.9,6.2,16.2,4.2,26.6,42,0,3.6,0,285,97,1463,0.6,0,0,3.4,0.5,0,0,0
Worthington Wham,"Worthington Wham,Frz,Unprep",3.07,0,5.71,0,0,196,0,0,0,11.8,17.83,0,0,0,3.200000048,0,62.1,2.48,5.79,1.62,11.29,46,0,4.93,0,0,194,717,0.82,0,0,5.84,0.93,0,0,0
Morningstar Farms Veggie Corn Dogs W/ Nat Ingr,"Morningstar Farms Veggie Corn Dogs W/ Nat Ingr,Frz,Unprep",2.2,0,30.9,0,2.299999952,231,0,0,0,0,11.6,0,0,0,8.199999809,0,48.5,1.7,4,1.1,6.8,13,0,2.4,0,0,88,735,0.7,0,0,0,0,0,0,0
Morningstar Farms Brkfst Pattie Made W/ Org Soy,"Morningstar Farms Brkfst Pattie Made W/ Org Soy,Frz,Unprep",3.7,0,10.6,2,4.300000191,205,0,0,0,0,22.1,0,0,0,1.5,0,55.4,3.3,3.8,1.1,8.2,45,0,3.5,0,0,458,632,1.6,0,0,0,0,0,0,0
Morningstar Farms Okara Patties Made W/ Org Soy,"Morningstar Farms Okara Patties Made W/ Org Soy,Frz,Unprep",2.8,0,9.6,1,4.5,178,0,0,0,0,18.6,0,0,0,1.200000048,0,61.8,3.9,2.2,0.8,7.2,38,0,2.4,0,0,382,475,1.3,0,0,0,0,0,0,0
Morningstar Farms Rstd Herb Chik'N W/ Org Soy,"Morningstar Farms Rstd Herb Chik'N W/ Org Soy,Frz,Unprep",2.8,0,13.6,1,2.700000048,167,0,0,0,0,18.9,0,0,0,1.399999976,0,60.6,1.9,1.7,0.5,4.1,30,0,2.6,0,0,279,532,1.2,0,0,0,0,0,0,0
Morningstar Farms Veggie Bacon Strips,"Morningstar Farms Veggie Bacon Strips,Frz,Unprep",4.8,0,14.3,2,5.099999905,346,0,0,0,8.8,12.4,0,0.4,0,0.800000012,10.1,41.9,6.2,16.2,4.2,26.6,42,0,3.6,0,285,97,1463,0.6,0,0,3.4,0.5,0,0,0
Morningstar Farms Veggie Bites Country Scramble,"Morningstar Farms Veggie Bites Country Scramble,Frz,Unprep",2.8,0,19.8,13,2.400000095,216,0,0,0,8.1,13,0,0.5,0,2.099999905,1.7,55,2.5,4.6,2.2,9.4,80,0,3.5,0,69,110,640,0,170,0,4.6,0.4,7,0,0
Morningstar Farms Veggie Bites Eggs Florentine,"Morningstar Farms Veggie Bites Eggs Florentine,Frz,Unprep",6.2,0,20.1,14,2.200000048,206,0,0,0,7.1,11.7,0,0.5,0,3.299999952,0.7,53.3,1.5,5.14,2,8.7,114,0,3.3,18,90,167,657,0.7,1195,0,4.1,0.4,1.3,0,0
Morningstar Farms Veggie Sausage Links,"Morningstar Farms Veggie Sausage Links,Frz,Unprep",3.9,0,6.8,2,4,159,0,0,0,16.8,19.2,0,0.6,0,1,1.9,64,1.8,3.6,0.7,6.1,26,0,5.9,0,0,109,670,0,0,0,7.4,1.1,0,0,0
Morningstar Farms Cheddar Burger,"Morningstar Farms Cheddar Burger,Frz,Unprep",3.3,0,16.1,12,5,222,0,0,0,0,19.7,0,0,0,1.799999952,0,50.5,2.7,4.2,2.8,10.4,239,0,2.4,0,0,413,716,0,102,0,0,0,22,0,0
Morningstar Farms Grillers Original,"Morningstar Farms Grillers Original,Frz,Unprep",2.7,0,8.5,3,4.400000095,213,0,0,0,6.4,23.9,0,0.34,0,1.200000048,2.8,55.6,2.6,5,1.7,9.3,61,0,4.2,0,185,182,422,1.2,0,0,4.5,0.6,0,0,0
Morningstar Farms Grillers Prime,"Morningstar Farms Grillers Prime,Frz,Unprep",2.6,0,5.9,1,2.599999905,238,0,0,0,0,24,0,0.2,0,0.300000012,0.3,54.3,5.6,6,1.6,13.2,58,0,2.8,0,0,224,501,1.2,0,0,0,0,0,0,0
Morningstar Farms Philly Cheesesteak Burger,"Morningstar Farms Philly Cheesesteak Burger,Frz,Unprep",2.7,0,10.52,0,3.099999905,186,0,0,0,0,14.6,0,0,0,0.800000012,0,62.63,2.33,3.42,2.3,9.48,60,0,1.78,0,179,219,600,1.09,0,0,0,0,12.1,0,0
Morningstar Farms Asian Veggie Patties,"Morningstar Farms Asian Veggie Patties,Frz,Unprep",3.25,0,14.9,0,3,155,0,0,0,1.9,10.9,0,0.2,0,4.900000095,0.04,64.75,1.7,3.7,0.8,6.2,51,0,1.5,0,90,392,725,0,1915,0,0,0,3,0,0
Morningstar Farms Mushroom Lover'S Burger,"Morningstar Farms Mushroom Lover'S Burger,Frz,Unprep",1.7,0,11.8,0,1.200000048,169,0,0,0,0,11.6,0,0,0,1.600000024,0,66.1,2.5,4.9,1.3,8.8,0,0,1.1,0,0,0,346,0,0,0,0,0,0,0,0
Morningstar Farms Tomato & Basil Pizza Burger,"Morningstar Farms Tomato & Basil Pizza Burger,Frz,Unprep",2.4,0,11.1,11,3.700000048,181,0,0,0,0,15.5,0,0.3,0,2.400000095,0.1,62.8,2.1,3.86,2.2,8.3,48,0,1.8,0,139,238,389,0,425,0,0,0,22,0,0
Morningstar Farms Meatfree Buffalo Wings,"Morningstar Farms Meatfree Buffalo Wings,Frz,Unprep",2.4,0,23.3,0,3.700000048,230,0,0,0,4.7,14.5,0,0.2,0,2,0.5,50.4,2,6.14,1.2,9.4,51,0,3.2,0,148,493,774,0,127,0,1.8,0.2,0.6,0,0
Morningstar Farms Chik'N Nuggets,"Morningstar Farms Chik'N Nuggets,Frz,Unprep",2.99,0,20.79,1,2.299999952,218,0,0,0,5.47,14.19,0,0.32,0,1.299999952,1.57,53,2.35,4.21,1.19,8.72,37,0,2.82,0,0,328,657,0.83,0,0,2.52,0.33,0,0,0
Morningstar Farms Chik Patties Original,"Morningstar Farms Chik Patties Original,Frz,Unprep",4.3,0,22.9,0,3,197,0,0,0,4.2,11.8,0,0.1,0,2,0.3,54,1.4,4.7,0.8,7,41,0,2.5,0,126,392,835,0.5,26,0,1.7,0.2,0,0,0
Morningstar Farms Italian Herb Chik Patties,"Morningstar Farms Italian Herb Chik Patties,Frz,Unprep",1.4,0,31.1,0,3.400000095,236,0,0,0,5.6,13.6,0,0.1,0,1.5,0.4,46.9,1.3,4.85,0.8,7,50,0,3.8,0,140,483,682,0,47,0,2.1,0.3,0,0,0
Morningstar Farms Original Chik'N Tenders,"Morningstar Farms Original Chik'N Tenders,Frz,Unprep",1.6,0,25.2,0,3.599999905,233,0,0,0,0,14.7,0,0,0,0.600000024,0,50.4,2.4,4.55,1.1,8.1,52,0,3.2,0,0,247,714,0,30,0,0,0,0,0,0
Morningstar Farms Meatless Corn Dogs,"Morningstar Farms Meatless Corn Dogs,Frz,Unprep",2.13,38,31.67,0,4.199999809,228,0,0,0,8.57,11.38,0,0.33,0,7.420000076,0.27,48.68,1.95,3.57,1.05,6.17,13,0,1.84,0,157,88,657,0.7,64,3,0,0.05,0,0,0
Morningstar Farms Meatless Mini Corn Dogs,"Morningstar Farms Meatless Mini Corn Dogs,Frz,Unprep",2.33,10,29.29,1,4.199999809,229,0,0,0,0,13.44,0,0.19,0,3.49000001,0.29,48.46,2.53,1.67,0.71,6.48,20,0,1.74,0,177,109,677,0.78,16,1,0,0,0,0,0
Morningstar Farms Meal Starters Chik'N Strips,"Morningstar Farms Meal Starters Chik'N Strips,Frz,Unprep",2.3,0,6.7,0,1.399999976,164,0,0,0,7,26.8,0,0.5,0,1.200000048,0.45,60.3,1.5,1.69,0.6,3.9,45,0,5.4,32,0,124,597,4.5,0,0,1.8,0.4,0,0,0
Morningstar Farms Meal Starters Steak Strips,"Morningstar Farms Meal Starters Steak Strips,Frz,Unprep",2.3,0,9,0,1.100000024,173,0,0,0,7,26.1,0,0.5,0,1.200000048,0.45,58.5,1.8,1.61,0.6,4.1,47,0,8.3,32,0,214,623,4.5,0,0,1.8,0.3,0,0,0
Morningstar Farms Sausage Style Recipe Crumbles,"Morningstar Farms Sausage Style Recipe Crumbles,Frz,Unprep",2.8,0,13.7,0,2,164,0,0,0,20,17.8,0,0.6,0,1.100000024,1.35,61.5,1.1,2.3,0.6,4.2,96,0,6.9,0,138,211,809,0,0,0,11.6,1.2,0,0,0
Morningstar Farms Veggie Bites Broccoli Cheddar,"Morningstar Farms Veggie Bites Broccoli Cheddar,Frz,Unprep",2.2,0,17.4,8,1.5,209,0,0,0,10.5,9.9,0,0.3,0,3.400000095,1.1,58.8,3.1,5.5,2.8,11.7,87,0,3.8,0,150,163,641,0,315,0,6.8,0.6,6.8,0,0
Morningstar Farms Veggie Bites Spinach Artichoke,"Morningstar Farms Veggie Bites Spinach Artichoke,Frz,Unprep",2.3,0,18.8,8,2.099999905,221,0,0,0,8.6,11,0,0.4,0,4.699999809,0.9,56,3.2,5.4,3,11.9,107,0,3.3,0,159,175,670,0,1095,0,5,0.52,5,0,0
Morningstar Farms Veggie Cakes Ginger Teriyaki,"Morningstar Farms Veggie Cakes Ginger Teriyaki,Frz,Unprep",1.05,0,27.9,0,2.700000048,163,0,0,0.7,14.7,8.2,0,0.3,0,2.599999905,1.1,60.55,0.4,1.5,0.4,2.3,32,0,5.3,3,114,251,475,2.2,1790,0,4.4,0.7,5.3,0,0
Morningstar Farms Veggie Cakes Southwestern Style,"Morningstar Farms Veggie Cakes Southwestern Style,Frz,Unprep",2.7,0,30.8,7,3.200000048,197,0,0,0.6,14.7,9.5,0,0.3,0,0.400000006,1.1,52.4,0.6,2.9,1.7,4.6,83,0,5.3,3,145,208,500,1,172,0,4.4,0.7,3,0,0
Lamb,"Lamb,Dom,Comp Of Rtl Cuts,Ln&Fat,1/4""Fat,Choic,Raw",0.88,0,0,72,0,267,0,0,0.019,6.1,16.88,0,0.22,19.8,0,0.12,60.7,8.86,1.7,9.47,21.59,12,0.104,1.57,22,160,230,58,3.33,0,0,2.39,0.13,0,0.21,0
Lamb,"Lamb,Dom,Comp Of Rtl Cuts,Ln&Fat,1/4""Fat,Choic,Ckd",1.04,0,0,97,0,294,0,0,0.022,6.66,24.52,0,0.25,26.4,0,0.1,53.72,8.82,1.51,8.83,20.94,17,0.119,1.88,23,188,310,72,4.46,0,0,2.55,0.13,0,0.14,4.6
Lamb,"Lamb,Dom,Comp Of Rtl Cuts,Ln,1/4""Fat,Choic,Raw",1.06,0,0,65,0,134,0,0,0.024,6,20.29,0,0.23,23.4,0,0.13,73.42,2.11,0.48,1.88,5.25,10,0.12,1.77,26,189,280,66,4.06,0,0,2.62,0.16,0,0.21,0
Lamb,"Lamb,Dom,Comp Of Rtl Cuts,Ln,1/4""Fat,Choic,Ckd",1.14,0,0,92,0,206,0,0,0.028,6.32,28.22,0,0.28,26.1,0,0.1,61.96,4.17,0.62,3.4,9.52,15,0.128,2.05,26,210,344,76,5.27,0,0,2.61,0.16,0,0.19,0
Lamb,"Lamb,Dom,Comp Of Rtl Cuts,Fat,1/4""Fat,Choic,Raw",0.36,0,0,90,0,665,0,0,0.003,6.37,6.65,0,0.16,8.8,0,0.06,22.54,29.11,5.35,32.24,70.61,19,0.057,0.98,9,73,82,31,1.13,0,0,1.68,0.04,0,0.22,0
Lamb,"Lamb,Dom,Comp Of Rtl Cuts,Fat,1/4""Fat,Choic,Ckd",0.68,0,0,114,0,586,0,0,0.004,7.8,12.16,0,0.17,18.8,0,0.07,26.14,24.4,4.48,27.02,59.18,23,0.088,1.29,13,114,194,58,1.74,0,0,2.35,0.04,0,0.04,4.6
Lamb,"Lamb,Dom,Foreshank,Ln&Fat,1/4""Fat,Choic,Raw",0.95,0,0,72,0,201,0,0,0.021,5.47,18.91,0,0.19,19.9,0,0.1,67.01,5.49,1.06,5.83,13.38,11,0.101,1.67,22,170,214,72,5.22,0,0,2.34,0.15,0,0.25,0
Lamb,"Lamb,Dom,Foreshank,Ln&Fat,1/4""Fat,Choic,Ckd,Brsd",0.91,0,0,106,0,243,0,0,0.025,5.46,28.37,0,0.19,30.6,0,0.05,56.8,5.68,0.97,5.63,13.46,20,0.123,2.14,22,166,257,72,7.69,0,0,2.28,0.1,0,0.18,4.3
Lamb,"Lamb,Dom,Foreshank,Ln,1/4""Fat,Choic,Raw",1.05,0,0,69,0,120,0,0,0.024,5.31,21.08,0,0.2,24,0,0.1,74.86,1.32,0.3,1.18,3.29,9,0.109,1.79,25,187,237,79,5.95,0,0,2.45,0.17,0,0.24,0
Lamb,"Lamb,Dom,Foreshank,Ln,1/4""Fat,Choic,Ckd,Brsd",0.94,0,0,104,0,187,0,0,0.028,5.07,31.01,0,0.19,35.3,0,0.04,61.79,2.64,0.39,2.15,6.02,20,0.129,2.27,23,175,267,74,8.66,0,0,2.26,0.11,0,0.2,0
Lamb,"Lamb,Dom,Leg,Whl (Shk&Sirl),Ln&Fat,1/4""Fat,Choic,Raw",0.94,0,0,69,0,230,0,0,0.02,6.26,17.91,0,0.23,20.7,0,0.13,64.32,7,1.35,7.43,17.07,9,0.113,1.66,23,170,249,56,3.32,0,0,2.5,0.15,0,0.21,0
Lamb,"Lamb,Dom,Leg,Whl (Shk&Sirl),Ln&Fat,1/4""Fat,Choic,Ckd,Rstd",1.02,0,0,93,0,258,0,0,0.024,6.59,25.55,0,0.27,27.2,0,0.1,57.48,6.96,1.18,6.89,16.48,11,0.115,1.98,24,191,313,66,4.4,0,0,2.59,0.15,0,0.15,4.2
Lamb,"Lamb,Dom,Leg,Whl (Shk&Sirl),Ln,1/4""Fat,Choic,Raw",1.07,0,0,64,0,128,0,0,0.024,6.23,20.56,0,0.25,23.5,0,0.14,74.11,1.81,0.41,1.61,4.51,6,0.126,1.82,27,193,289,62,3.84,0,0,2.7,0.17,0,0.22,0
Lamb,"Lamb,Dom,Leg,Whl (Shk&Sirl),Ln,1/4""Fat,Choic,Ckd,Rstd",1.09,0,0,89,0,191,0,0,0.028,6.34,28.3,0,0.29,30.1,0,0.11,63.89,3.39,0.51,2.76,7.74,8,0.12,2.12,26,206,338,68,4.94,0,0,2.64,0.17,0,0.18,3.6
Lamb,"Lamb,Dom,Leg,Shank Half,Ln&Fat,1/4""Fat,Choic,Raw",0.98,0,0,67,0,201,0,0,0.021,6.22,18.58,0,0.23,21.4,0,0.13,67.17,5.53,1.08,5.8,13.49,8,0.115,1.71,24,178,261,57,3.5,0,0,2.51,0.15,0,0.21,0
Lamb,"Lamb,Dom,Leg,Shank Half,Ln&Fat,1/4""Fat,Choic,Ckd,Rstd",1.05,0,0,90,0,225,0,0,0.025,6.55,26.41,0,0.27,29.4,0,0.1,60.66,5.29,0.88,5.09,12.45,10,0.117,1.98,25,198,326,65,4.66,0,0,2.67,0.16,0,0.16,0
Lamb,"Lamb,Dom,Leg,Shank Half,Ln,1/4""Fat,Choic,Raw",1.08,0,0,64,0,125,0,0,0.024,6.19,20.52,0,0.25,23.4,0,0.14,74.44,1.69,0.38,1.5,4.19,6,0.124,1.82,27,195,290,61,3.89,0,0,2.64,0.17,0,0.2,0
Lamb,"Lamb,Dom,Leg,Shank Half,Ln,1/4""Fat,Choic,Ckd,Rstd",1.1,0,0,87,0,180,0,0,0.028,6.39,28.17,0,0.28,31.7,0,0.11,64.92,2.92,0.44,2.38,6.67,8,0.121,2.06,26,208,342,66,5.02,0,0,2.71,0.17,0,0.18,0
Lamb,"Lamb,Dom,Leg,Sirloin Half,Ln&Fat,1/4""Fat,Choic,Raw",0.89,0,0,72,0,272,0,0,0.019,6.34,16.94,0,0.23,19.6,0,0.12,60.3,9.08,1.73,9.73,22.11,10,0.112,1.61,22,159,231,56,3.08,0,0,2.48,0.14,0,0.22,0
Lamb,"Lamb,Dom,Leg,Sirloin Half,Ln&Fat,1/4""Fat,Choic,Ckd,Rstd",0.99,0,0,97,0,292,0,0,0.022,6.62,24.63,0,0.28,25.5,0,0.11,54.13,8.71,1.49,8.74,20.67,11,0.112,2,22,183,301,68,4.13,0,0,2.53,0.14,0,0.13,0
Lamb,"Lamb,Dom,Leg,Sirloin Half,Ln,1/4""Fat,Choic,Raw",1.07,0,0,66,0,134,0,0,0.024,6.33,20.55,0,0.25,23.4,0,0.14,73.57,2.04,0.46,1.82,5.08,7,0.132,1.83,27,189,284,64,3.77,0,0,2.76,0.17,0,0.24,0
