age,type of employment,estimated number of people represented,education level,marital status,occupation,relationship,race,gender,capital gains,capital losses,hours of work per week,native-country,income
21,Private,197182,Assoc-acdm,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
37,Private,241998,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,50,United-States,>50K
48,Federal-gov,156410,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,50,United-States,>50K
58,Private,473836,7th-8th,Widowed,Farming-fishing,Other-relative,White,Female,0,0,45,Guatemala,<=50K
21,Private,198431,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,0,0,40,United-States,<=50K
22,Private,113936,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,318915,HS-grad,Never-married,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
28,Self-emp-not-inc,175406,Masters,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,>50K
33,Unknown,193172,Assoc-voc,Married-civ-spouse,Unknown,Own-child,White,Female,7688,0,50,United-States,>50K
23,Federal-gov,320294,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
58,State-gov,400285,HS-grad,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,40,United-States,>50K
24,Unknown,283731,Bachelors,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
38,Local-gov,227154,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
49,Private,298659,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,15,Mexico,<=50K
47,Private,212120,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
50,Private,320510,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,40,United-States,>50K
21,Private,175800,HS-grad,Never-married,Prof-specialty,Unmarried,White,Female,0,0,55,United-States,<=50K
55,Private,170169,HS-grad,Separated,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,344157,11th,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,199441,HS-grad,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,<=50K
47,Private,225456,HS-grad,Never-married,Tech-support,Other-relative,White,Male,0,0,50,United-States,<=50K
36,Private,61178,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Local-gov,175262,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,0,2002,40,England,<=50K
42,Private,152568,HS-grad,Widowed,Sales,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,<=50K
41,Private,182108,Masters,Never-married,Prof-specialty,Not-in-family,White,Female,27828,0,35,United-States,>50K
46,Private,273771,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,99999,0,40,United-States,>50K
32,Private,208291,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,<=50K
34,Private,224358,10th,Never-married,Other-service,Unmarried,Black,Female,0,0,40,United-States,<=50K
33,Private,55176,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
60,State-gov,152711,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
53,Private,68684,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
24,Private,185452,Bachelors,Never-married,Tech-support,Not-in-family,White,Female,0,0,50,United-States,<=50K
39,Federal-gov,175232,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,1977,60,United-States,>50K
23,Private,173851,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Private,162327,Bachelors,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,50,Unknown,>50K
36,Local-gov,51424,HS-grad,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
19,Private,123416,12th,Separated,Prof-specialty,Own-child,White,Female,1055,0,40,United-States,<=50K
26,Private,262656,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
38,Private,233194,HS-grad,Married-civ-spouse,Sales,Husband,Black,Male,0,0,40,United-States,>50K
41,Private,290660,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,7688,0,55,United-States,>50K
22,Private,151105,Some-college,Never-married,Sales,Other-relative,White,Female,0,0,18,United-States,<=50K
38,Private,179117,Assoc-acdm,Never-married,Machine-op-inspct,Not-in-family,Black,Female,10520,0,50,United-States,>50K
72,Unknown,33608,Some-college,Married-civ-spouse,Unknown,Husband,White,Male,9386,0,30,United-States,>50K
39,Private,317434,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
35,State-gov,126569,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,>50K
38,Local-gov,745768,Some-college,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,45,United-States,<=50K
19,Private,69927,HS-grad,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,16,United-States,<=50K
26,Private,302603,HS-grad,Never-married,Transport-moving,Own-child,White,Male,0,0,45,United-States,<=50K
52,Private,46788,Bachelors,Divorced,Craft-repair,Unmarried,White,Male,0,0,25,United-States,<=50K
41,Private,289886,5th-6th,Married-civ-spouse,Other-service,Husband,Other,Male,0,1579,40,Nicaragua,<=50K
45,Private,179135,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Federal-gov,175873,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
34,Private,57426,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
36,Private,312206,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
19,Without-pay,344858,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,20,United-States,<=50K
26,State-gov,177035,11th,Divorced,Other-service,Unmarried,White,Female,0,0,40,United-States,<=50K
60,Private,88055,10th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,<=50K
35,Self-emp-not-inc,111095,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,<=50K
39,Private,192251,10th,Divorced,Other-service,Not-in-family,White,Female,0,0,60,United-States,<=50K
27,Private,29807,HS-grad,Separated,Handlers-cleaners,Unmarried,White,Female,0,0,40,Japan,<=50K
26,Federal-gov,211596,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
17,Private,268276,12th,Never-married,Other-service,Own-child,White,Male,0,0,12,United-States,<=50K
59,Self-emp-not-inc,181070,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,England,>50K
53,Local-gov,20676,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,<=50K
35,Private,115803,11th,Divorced,Transport-moving,Not-in-family,White,Male,0,0,40,United-States,<=50K
34,Local-gov,124827,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
36,Private,95336,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,>50K
36,Private,257942,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,<=50K
21,Private,72593,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,<=50K
29,Private,147340,Some-college,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,185325,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,>50K
59,Self-emp-not-inc,357943,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,>50K
22,Private,215395,Some-college,Never-married,Other-service,Not-in-family,White,Male,0,1602,10,United-States,<=50K
50,Local-gov,30682,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,<=50K
24,Federal-gov,29591,Bachelors,Never-married,Prof-specialty,Not-in-family,Other,Female,0,0,40,United-States,<=50K
36,Private,215392,Bachelors,Divorced,Tech-support,Not-in-family,White,Female,0,0,40,United-States,<=50K
31,Private,110554,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,4386,0,40,United-States,>50K
42,Self-emp-not-inc,133584,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,El-Salvador,<=50K
38,Private,210438,7th-8th,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,<=50K
52,Private,256916,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,73541,10th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,109952,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,60,United-States,<=50K
54,Private,197975,5th-6th,Married-civ-spouse,Sales,Husband,White,Male,0,0,51,United-States,<=50K
27,Private,401723,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
42,Private,179524,Bachelors,Separated,Other-service,Not-in-family,White,Female,0,0,50,United-States,<=50K
33,State-gov,296282,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
19,Private,145844,Assoc-acdm,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,50,United-States,<=50K
59,Private,191965,11th,Married-civ-spouse,Other-service,Wife,White,Female,3908,0,28,United-States,<=50K
54,Private,96792,HS-grad,Widowed,Other-service,Unmarried,White,Female,0,0,32,United-States,<=50K
48,Private,185041,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1672,55,United-States,<=50K
19,Unknown,233779,Some-college,Never-married,Unknown,Own-child,White,Male,0,0,60,United-States,<=50K
45,Private,347834,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
36,Private,215373,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,70,United-States,<=50K
35,Self-emp-not-inc,169426,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,202856,Some-college,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,36,United-States,<=50K
33,Private,50276,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,<=50K
48,Self-emp-not-inc,187454,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,126098,HS-grad,Separated,Craft-repair,Unmarried,Black,Female,0,0,40,United-States,<=50K
19,Private,250639,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,24,United-States,<=50K
64,Self-emp-inc,195366,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,<=50K
51,Self-emp-not-inc,186845,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,8,United-States,<=50K
20,Federal-gov,119156,HS-grad,Never-married,Adm-clerical,Other-relative,White,Male,0,0,20,United-States,<=50K
28,Private,162343,HS-grad,Never-married,Other-service,Not-in-family,White,Male,0,0,40,Puerto-Rico,<=50K
52,Private,108435,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1902,50,Greece,>50K
29,Self-emp-not-inc,394927,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,<=50K
51,Private,172281,Bachelors,Separated,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
36,Private,370767,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,2377,60,United-States,<=50K
43,Private,352005,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,15024,0,45,United-States,>50K
52,Private,165681,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
50,Private,258819,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,>50K
25,Private,130793,Some-college,Divorced,Other-service,Not-in-family,White,Male,0,0,30,United-States,<=50K
36,Private,118909,Assoc-acdm,Never-married,Adm-clerical,Unmarried,Black,Female,0,0,40,Jamaica,<=50K
44,Private,202466,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,60,United-States,<=50K
47,Private,161558,10th,Married-spouse-absent,Transport-moving,Not-in-family,Black,Male,0,0,45,United-States,<=50K
32,Private,188246,HS-grad,Divorced,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
37,Private,160120,Masters,Never-married,Prof-specialty,Unmarried,Asian-Pac-Islander,Male,0,0,40,South,<=50K
40,Private,144594,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,2829,0,40,United-States,<=50K
34,Self-emp-not-inc,123429,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,<=50K
35,Self-emp-inc,340110,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,>50K
26,Private,523067,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,3,El-Salvador,<=50K
49,Self-emp-not-inc,113513,Bachelors,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,50,United-States,<=50K
63,Unknown,186809,Bachelors,Married-civ-spouse,Unknown,Husband,White,Male,0,0,30,United-States,>50K
46,Self-emp-not-inc,320421,Bachelors,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,25,United-States,<=50K
31,Local-gov,295589,Some-college,Never-married,Adm-clerical,Own-child,Black,Male,0,0,40,United-States,<=50K
22,Private,370548,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,<=50K
20,Private,120572,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,12,United-States,<=50K
52,Private,110977,Doctorate,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,>50K
26,Private,55860,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,0,0,40,United-States,<=50K
34,Private,158800,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,50,United-States,>50K
31,Private,131568,9th,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,<=50K
46,Private,173613,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,<=50K
22,Private,216867,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,Mexico,<=50K
38,Private,104089,Assoc-voc,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,<=50K
35,Private,208106,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,Ecuador,<=50K
27,State-gov,340269,Some-college,Never-married,Protective-serv,Not-in-family,White,Male,0,0,40,United-States,<=50K
27,Private,236246,Assoc-acdm,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,213408,Some-college,Divorced,Sales,Unmarried,White,Female,0,0,40,Cuba,<=50K
40,Unknown,84232,HS-grad,Never-married,Unknown,Not-in-family,White,Female,0,0,4,United-States,<=50K
19,Private,302945,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,10,Thailand,<=50K
69,Unknown,28197,HS-grad,Married-civ-spouse,Unknown,Husband,White,Male,0,0,60,United-States,>50K
20,Private,262749,Some-college,Never-married,Other-service,Own-child,White,Male,0,0,35,United-States,<=50K
34,Federal-gov,198265,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,<=50K
49,Private,170871,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,>50K
27,Private,177761,Some-college,Married-civ-spouse,Farming-fishing,Husband,Other,Male,0,0,50,United-States,<=50K
59,Private,175689,Some-college,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,14,Cuba,>50K
45,Private,205100,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,>50K
21,Private,77759,Some-college,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,<=50K
51,State-gov,77905,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,<=50K
64,Unknown,193575,11th,Never-married,Unknown,Unmarried,White,Male,0,0,40,United-States,<=50K
41,State-gov,116520,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
18,Unknown,85154,12th,Never-married,Unknown,Own-child,Asian-Pac-Islander,Female,0,0,24,Germany,<=50K
49,Private,180532,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,<=50K
51,Private,508891,HS-grad,Divorced,Machine-op-inspct,Own-child,Black,Male,0,0,40,United-States,<=50K
20,Private,211345,Some-college,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,20,United-States,<=50K
69,Self-emp-not-inc,170877,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,48,United-States,<=50K
18,Unknown,97318,HS-grad,Never-married,Unknown,Own-child,White,Female,0,0,35,United-States,<=50K
43,Private,184105,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,50,United-States,<=50K
50,Private,150941,HS-grad,Divorced,Machine-op-inspct,Unmarried,Black,Female,0,0,44,United-States,<=50K
32,Private,303942,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,<=50K
27,Local-gov,273929,HS-grad,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,<=50K
38,Private,197077,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,<=50K
62,Private,162825,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,>50K
46,Private,159869,HS-grad,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,44,United-States,<=50K
19,Private,158343,Some-college,Never-married,Tech-support,Own-child,White,Female,0,0,40,Unknown,<=50K
17,Unknown,406920,10th,Never-married,Unknown,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,227986,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Private,137527,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,50,United-States,<=50K
36,Private,180150,12th,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,United-States,<=50K
23,Private,239539,HS-grad,Never-married,Machine-op-inspct,Own-child,Asian-Pac-Islander,Male,0,0,40,Philippines,<=50K
58,Private,281792,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,>50K
40,Private,224799,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,<=50K
